product_name,planned_qty,actual_qty,planned_cost,actual_cost,planned_date,actual_date,status
Item SKU Industrial 431,5,5,645.85,645.85,2024-12-01,2024-12-01,completed
Item SKU Industrial 242,38,38,348.84,348.84,2025-05-03,2025-05-03,completed
Item SKU Industrial 484,18,18,1295.1,1295.1,2025-06-22,2025-06-22,completed
Item SKU Industrial 423,13,13,957.32,957.32,2024-01-19,2024-01-21,completed_late
Item SKU Industrial 234,45,45,2993.85,2993.85,2025-05-01,2025-05-01,completed
Item SKU Industrial 117,18,18,1627.2,1871.28,2025-01-12,2025-01-12,completed
Item SKU Industrial 265,11,11,520.63,520.63,2025-02-28,2025-02-28,completed
Item SKU Industrial 452,38,38,1380.54,1380.54,2024-03-15,2024-03-15,completed
Item SKU Industrial 334,37,37,1262.81,1262.81,2024-03-25,2024-03-25,completed
Item SKU Industrial 125,15,15,5577.0,5577.0,2025-05-22,2025-05-22,completed
Item SKU Industrial 165,9,9,125.46,125.46,2026-02-12,2026-02-14,completed_late
Item SKU Industrial 281,1,1,14.84,14.84,2024-12-10,2024-12-10,completed
Item SKU Industrial 500,11,11,76.67,76.67,2024-02-25,2024-02-25,completed
Item SKU Industrial 407,51,51,3624.57,3624.57,2026-02-16,2026-02-16,completed
Item SKU Industrial 195,44,44,2069.76,2069.76,2026-03-21,2026-03-21,completed
Item SKU Industrial 29,40,40,5611.2,5611.2,2024-03-01,2024-03-01,completed
Item SKU Industrial 306,9,9,1437.84,1653.52,2025-09-21,2025-09-21,completed
Item SKU Industrial 116,47,47,2692.16,2692.16,2025-03-10,2025-03-12,completed_late
Item SKU Industrial 441,18,18,1373.4,1373.4,2024-10-13,2024-10-13,completed
Item SKU Industrial 325,40,40,2537.6,2537.6,2025-01-10,2025-01-10,completed
Item SKU Industrial 407,38,38,2700.66,2700.66,2026-03-21,2026-03-21,completed
Item SKU Industrial 262,8,8,479.76,479.76,2025-02-27,2025-02-27,completed
Item SKU Industrial 297,48,48,10622.4,10622.4,2026-03-13,2026-03-21,completed_late
Item SKU Industrial 182,9,9,141.21,141.21,2024-12-19,2024-12-19,completed
Item SKU Industrial 191,48,48,4296.96,4296.96,2025-05-10,2025-05-12,completed_late
Item SKU Industrial 471,6,6,335.82,335.82,2025-06-20,2025-06-20,completed
Item SKU Industrial 2,48,48,6669.6,6669.6,2026-03-29,2026-03-29,completed
Item SKU Industrial 306,12,12,1917.12,2204.69,2025-10-31,2025-10-31,completed
Item SKU Industrial 477,44,44,5322.68,5322.68,2024-01-21,2024-01-21,completed
Item SKU Industrial 203,11,11,2523.4,2523.4,2026-01-03,2026-01-03,completed
Item SKU Industrial 190,28,28,1289.68,1289.68,2025-04-13,2025-04-13,completed
Item SKU Industrial 320,17,17,277.27,277.27,2025-07-09,2025-07-11,completed_late
Item SKU Industrial 488,3,3,177.81,177.81,2025-10-25,2025-10-25,completed
Item SKU Industrial 77,26,26,1840.02,1840.02,2025-01-27,2025-01-27,completed
Item SKU Industrial 225,20,20,183.0,183.0,2024-04-04,2024-04-04,completed
Item SKU Industrial 222,27,27,2439.18,2439.18,2025-11-17,2025-11-17,completed
Item SKU Industrial 462,33,33,6080.58,6080.58,2024-02-01,2024-02-01,completed
Item SKU Industrial 344,53,53,977.32,977.32,2025-06-06,2025-06-06,completed
Item SKU Industrial 400,42,42,5052.6,5810.49,2024-07-10,2024-07-12,completed_late
Item SKU Industrial 406,12,12,1191.84,1191.84,2024-11-03,2024-11-03,completed
Item SKU Industrial 292,30,30,893.1,893.1,2025-05-19,2025-05-19,completed
Item SKU Industrial 367,48,48,1636.8,1636.8,2026-04-11,2026-04-11,completed
Item SKU Industrial 399,17,17,912.73,912.73,2024-04-27,2024-04-27,completed
Item SKU Industrial 473,4,4,2129.96,2129.96,2024-01-08,2024-01-08,completed
Item SKU Industrial 29,45,45,6312.6,6312.6,2026-04-08,2026-04-08,completed
Item SKU Industrial 159,16,16,991.04,991.04,2024-03-14,2024-03-16,completed_late
Item SKU Industrial 246,1,1,22.14,22.14,2025-07-20,2025-07-20,completed
Item SKU Industrial 42,17,17,537.71,537.71,2025-12-15,2025-12-15,completed
Item SKU Industrial 287,48,48,17483.52,17483.52,2024-07-11,2024-07-11,completed
Item SKU Industrial 88,1,1,120.44,138.51,2024-06-15,2024-06-15,completed
Item SKU Industrial 359,38,38,2376.9,2376.9,2025-04-25,2025-04-25,completed
Item SKU Industrial 45,5,5,630.8,630.8,2025-04-19,2025-04-27,completed_late
Item SKU Industrial 195,33,33,1552.32,1552.32,2025-05-07,2025-05-09,completed_late
Item SKU Industrial 89,48,48,3750.24,3750.24,2025-07-24,2025-07-24,completed
Item SKU Industrial 321,36,36,2517.84,2517.84,2025-12-01,2025-12-01,completed
Item SKU Industrial 115,1,1,194.14,194.14,2026-05-25,2026-05-25,completed
Item SKU Industrial 248,39,39,1734.33,1734.33,2024-11-23,2024-11-23,completed
Item SKU Industrial 314,9,9,1005.93,1005.93,2025-12-12,2025-12-12,completed
Item SKU Industrial 297,24,24,5311.2,5311.2,2025-09-20,2025-09-20,completed
Item SKU Industrial 453,11,11,444.73,444.73,2025-05-03,2025-05-05,completed_late
Item SKU Industrial 471,17,17,951.49,1094.21,2025-08-14,2025-08-14,completed
Item SKU Industrial 60,50,50,632.5,632.5,2024-03-21,2024-03-21,completed
Item SKU Industrial 221,39,39,2405.13,2405.13,2024-09-22,2024-09-22,completed
Item SKU Industrial 263,20,20,592.4,592.4,2025-12-11,2025-12-11,completed
Item SKU Industrial 488,9,9,533.43,533.43,2025-05-26,2025-05-26,completed
Item SKU Industrial 430,36,36,2139.48,2139.48,2025-06-16,2025-06-16,completed
Item SKU Industrial 468,52,52,1012.44,1012.44,2026-01-02,2026-01-04,completed_late
Item SKU Industrial 80,14,14,187.88,187.88,2024-08-12,2024-08-12,completed
Item SKU Industrial 88,5,5,602.2,602.2,2026-02-19,2026-02-19,completed
Item SKU Industrial 428,20,20,1709.8,1709.8,2024-04-29,2024-04-29,completed
Item SKU Industrial 394,31,31,1123.44,1123.44,2025-08-23,2025-08-23,completed
Item SKU Industrial 475,19,19,1608.16,1849.38,2025-10-20,2025-10-20,completed
Item SKU Industrial 130,48,48,4733.28,4733.28,2025-06-20,2025-06-20,completed
Item SKU Industrial 310,3,3,607.74,607.74,2026-05-10,2026-05-12,completed_late
Item SKU Industrial 343,40,40,11049.2,11049.2,2025-01-16,2025-01-16,completed
Item SKU Industrial 201,33,33,7853.67,7853.67,2025-01-31,2025-01-31,completed
Item SKU Industrial 152,27,27,1158.03,1158.03,2025-08-09,2025-08-09,completed
Item SKU Industrial 309,42,42,3546.06,3546.06,2025-10-05,2025-10-05,completed
Item SKU Industrial 490,16,16,714.88,714.88,2026-02-26,2026-02-26,completed
Item SKU Industrial 265,3,3,141.99,141.99,2026-03-14,2026-03-14,completed
Item SKU Industrial 224,13,13,312.52,312.52,2025-04-22,2025-04-30,completed_late
Item SKU Industrial 169,25,25,2217.0,2217.0,2025-02-23,2025-02-23,completed
Item SKU Industrial 359,3,3,187.65,215.8,2025-08-10,2025-08-10,completed
Item SKU Industrial 156,33,33,4269.87,4269.87,2025-08-19,2025-08-19,completed
Item SKU Industrial 293,52,52,1148.16,1148.16,2024-06-01,2024-06-01,completed
Item SKU Industrial 418,17,17,973.42,973.42,2024-06-09,2024-06-09,completed
Item SKU Industrial 95,41,41,12611.6,12611.6,2025-05-11,2025-05-11,completed
Item SKU Industrial 275,2,2,107.76,107.76,2025-02-08,2025-02-10,completed_late
Item SKU Industrial 320,7,7,114.17,114.17,2025-08-23,2025-08-23,completed
Item SKU Industrial 212,22,22,289.52,289.52,2025-01-13,2025-01-13,completed
Item SKU Industrial 3,26,26,191.1,191.1,2024-01-10,2024-01-10,completed
Item SKU Industrial 69,40,40,1443.6,1443.6,2025-02-09,2025-02-09,completed
Item SKU Industrial 146,3,3,234.99,234.99,2024-07-18,2024-07-18,completed
Item SKU Industrial 264,19,19,601.16,691.33,2026-01-21,2026-01-21,completed
Item SKU Industrial 250,19,19,1740.4,1740.4,2026-02-01,2026-02-03,completed_late
Item SKU Industrial 238,33,33,3344.55,3344.55,2026-05-11,2026-05-11,completed
Item SKU Industrial 482,11,11,85.69,85.69,2024-08-24,2024-08-24,completed
Item SKU Industrial 33,40,40,285.6,285.6,2026-02-26,2026-02-26,completed
Item SKU Industrial 72,8,8,2905.6,2905.6,2025-11-22,2025-11-22,completed
Item SKU Industrial 327,9,9,87.21,87.21,2026-02-14,2026-02-14,completed
Item SKU Industrial 9,2,2,390.8,390.8,2025-02-28,2025-02-28,completed
Item SKU Industrial 59,4,4,60.32,60.32,2024-04-28,2024-04-30,completed_late
Item SKU Industrial 476,6,6,63.78,63.78,2025-01-13,2025-01-13,completed
Item SKU Industrial 400,49,49,5894.7,5894.7,2025-11-22,2025-11-22,completed
Item SKU Industrial 54,6,6,205.68,236.53,2026-01-05,2026-01-05,completed
Item SKU Industrial 401,11,11,229.57,229.57,2026-01-22,2026-01-22,completed
Item SKU Industrial 221,14,14,863.38,863.38,2026-05-19,2026-05-19,completed
Item SKU Industrial 406,25,25,2483.0,2483.0,2025-08-28,2025-08-28,completed
Item SKU Industrial 486,42,42,5569.2,5569.2,2025-02-14,2025-02-16,completed_late
Item SKU Industrial 26,13,13,159.64,159.64,2025-09-28,2025-10-06,completed_late
Item SKU Industrial 57,6,6,803.22,803.22,2024-08-11,2024-08-11,completed
Item SKU Industrial 288,34,34,2403.46,2403.46,2024-08-08,2024-08-08,completed
Item SKU Industrial 276,38,38,558.6,558.6,2025-06-14,2025-06-14,completed
Item SKU Industrial 249,39,39,2557.23,2557.23,2025-10-18,2025-10-18,completed
Item SKU Industrial 191,30,30,2685.6,2685.6,2026-04-10,2026-04-10,completed
Item SKU Industrial 399,3,3,161.07,185.23,2024-12-21,2024-12-23,completed_late
Item SKU Industrial 217,26,26,2184.0,2184.0,2025-11-20,2025-11-20,completed
Item SKU Industrial 48,2,2,26.64,26.64,2026-03-28,2026-03-28,completed
Item SKU Industrial 245,53,53,5738.84,5738.84,2025-12-25,2025-12-25,completed
Item SKU Industrial 215,3,3,65.64,65.64,2024-12-29,2024-12-29,completed
Item SKU Industrial 386,47,47,898.64,898.64,2025-05-03,2025-05-03,completed
Item SKU Industrial 382,2,2,155.6,155.6,2024-02-12,2024-02-12,completed
Item SKU Industrial 388,47,47,1149.15,1149.15,2025-11-24,2025-11-26,completed_late
Item SKU Industrial 190,38,38,1750.28,1750.28,2026-05-21,2026-05-21,completed
Item SKU Industrial 261,29,29,1403.31,1403.31,2025-12-11,2025-12-11,completed
Item SKU Industrial 300,49,49,2191.77,2191.77,2025-11-22,2025-11-22,completed
Item SKU Industrial 318,29,29,1947.64,2239.79,2026-03-15,2026-03-15,completed
Item SKU Industrial 485,47,47,577.16,577.16,2026-03-02,2026-03-02,completed
Item SKU Industrial 11,17,17,2727.65,2727.65,2025-08-16,2025-08-16,completed
Item SKU Industrial 289,15,15,342.15,342.15,2026-02-14,2026-02-16,completed_late
Item SKU Industrial 65,11,11,156.09,156.09,2024-01-14,2024-01-14,completed
Item SKU Industrial 459,6,6,109.08,109.08,2024-04-19,2024-04-19,completed
Item SKU Industrial 260,20,20,294.8,294.8,2025-04-25,2025-04-25,completed
Item SKU Industrial 439,24,24,4445.52,4445.52,2026-02-27,2026-02-27,completed
Item SKU Industrial 337,6,6,506.64,506.64,2025-03-03,2025-03-03,completed
Item SKU Industrial 393,42,42,7067.34,7067.34,2025-07-21,2025-07-21,completed
Item SKU Industrial 38,30,30,8706.0,8706.0,2025-10-21,2025-10-23,completed_late
Item SKU Industrial 316,19,19,647.14,744.21,2025-06-28,2025-06-28,completed
Item SKU Industrial 220,14,14,2500.54,2500.54,2024-03-29,2024-04-06,completed_late
Item SKU Industrial 398,47,47,914.15,914.15,2025-12-19,2025-12-19,completed
Item SKU Industrial 141,38,38,304.0,304.0,2025-07-16,2025-07-16,completed
Item SKU Industrial 256,50,50,6326.5,6326.5,2025-10-30,2025-10-30,completed
Item SKU Industrial 482,37,37,288.23,288.23,2026-04-16,2026-04-16,completed
Item SKU Industrial 492,6,6,121.98,121.98,2026-02-08,2026-02-10,completed_late
Item SKU Industrial 396,23,23,390.31,390.31,2026-03-12,2026-03-12,completed
Item SKU Industrial 440,5,5,898.55,898.55,2024-12-15,2024-12-15,completed
Item SKU Industrial 81,4,4,287.12,287.12,2025-09-20,2025-09-20,completed
Item SKU Industrial 277,50,50,3828.5,3828.5,2025-05-17,2025-05-17,completed
Item SKU Industrial 292,42,42,1250.34,1437.89,2024-12-20,2024-12-20,completed
Item SKU Industrial 25,17,17,2350.42,2350.42,2026-03-08,2026-03-08,completed
Item SKU Industrial 95,17,17,5229.2,5229.2,2025-05-18,2025-05-20,completed_late
Item SKU Industrial 104,18,18,5801.22,5801.22,2026-01-04,2026-01-04,completed
Item SKU Industrial 446,6,6,690.0,690.0,2024-10-25,2024-10-25,completed
Item SKU Industrial 400,46,46,5533.8,5533.8,2025-04-10,2025-04-10,completed
Item SKU Industrial 178,44,44,2768.48,2768.48,2025-04-20,2025-04-20,completed
Item SKU Industrial 255,48,48,1195.2,1195.2,2024-09-22,2024-09-22,completed
Item SKU Industrial 159,26,26,1610.44,1610.44,2026-03-12,2026-03-12,completed
Item SKU Industrial 198,4,4,211.08,211.08,2024-05-05,2024-05-07,completed_late
Item SKU Industrial 197,15,15,2293.95,2293.95,2025-01-17,2025-01-17,completed
Item SKU Industrial 369,35,35,1808.8,2080.12,2024-02-27,2024-02-27,completed
Item SKU Industrial 423,16,16,1178.24,1178.24,2025-12-06,2025-12-06,completed
Item SKU Industrial 486,33,33,4375.8,4375.8,2026-03-21,2026-03-21,completed
Item SKU Industrial 219,14,14,541.24,541.24,2024-04-26,2024-04-26,completed
Item SKU Industrial 174,52,52,2978.56,2978.56,2024-08-26,2024-08-26,completed
Item SKU Industrial 199,34,34,3093.66,3093.66,2026-03-15,2026-03-17,completed_late
Item SKU Industrial 97,15,15,5207.25,5207.25,2025-02-10,2025-02-10,completed
Item SKU Industrial 414,42,42,2654.82,2654.82,2026-02-06,2026-02-06,completed
Item SKU Industrial 133,35,35,5504.45,5504.45,2025-07-03,2025-07-11,completed_late
Item SKU Industrial 218,16,16,400.32,400.32,2024-11-11,2024-11-11,completed
Item SKU Industrial 217,23,23,1932.0,1932.0,2025-07-07,2025-07-07,completed
Item SKU Industrial 333,22,22,2948.44,3390.71,2026-01-08,2026-01-08,completed
Item SKU Industrial 319,15,15,388.35,388.35,2025-02-20,2025-02-22,completed_late
Item SKU Industrial 473,49,49,26092.01,26092.01,2025-06-19,2025-06-19,completed
Item SKU Industrial 314,8,8,894.16,894.16,2024-02-25,2024-02-25,completed
Item SKU Industrial 450,40,40,2828.8,2828.8,2024-03-14,2024-03-14,completed
Item SKU Industrial 112,50,50,456.5,456.5,2024-06-24,2024-06-24,completed
Item SKU Industrial 348,16,16,164.0,164.0,2025-07-04,2025-07-04,completed
Item SKU Industrial 260,33,33,486.42,486.42,2024-05-17,2024-05-17,completed
Item SKU Industrial 317,51,51,2332.74,2332.74,2025-12-19,2025-12-21,completed_late
Item SKU Industrial 119,36,36,862.2,862.2,2025-12-28,2025-12-28,completed
Item SKU Industrial 384,9,9,1942.65,1942.65,2026-03-26,2026-03-26,completed
Item SKU Industrial 427,35,35,767.55,882.68,2025-02-15,2025-02-15,completed
Item SKU Industrial 495,19,19,3904.12,3904.12,2025-03-31,2025-03-31,completed
Item SKU Industrial 44,16,16,1815.52,1815.52,2025-03-23,2025-03-23,completed
Item SKU Industrial 372,26,26,1171.04,1171.04,2025-09-18,2025-09-18,completed
Item SKU Industrial 53,51,51,9414.6,9414.6,2026-03-02,2026-03-04,completed_late
Item SKU Industrial 496,42,42,1763.58,1763.58,2026-01-23,2026-01-23,completed
Item SKU Industrial 107,20,20,2173.4,2173.4,2025-11-17,2025-11-17,completed
Item SKU Industrial 19,16,16,1847.68,1847.68,2026-02-12,2026-02-12,completed
Item SKU Industrial 268,45,45,1162.8,1162.8,2026-01-30,2026-01-30,completed
Item SKU Industrial 119,49,49,1173.55,1173.55,2026-03-16,2026-03-16,completed
Item SKU Industrial 441,18,18,1373.4,1373.4,2025-02-27,2025-02-27,completed
Item SKU Industrial 238,1,1,101.35,116.55,2025-11-12,2025-11-14,completed_late
Item SKU Industrial 116,8,8,458.24,458.24,2024-10-18,2024-10-18,completed
Item SKU Industrial 375,14,14,1415.68,1415.68,2026-04-30,2026-04-30,completed
Item SKU Industrial 244,39,39,5547.36,5547.36,2024-10-21,2024-10-21,completed
Item SKU Industrial 102,42,42,557.34,557.34,2025-01-02,2025-01-10,completed_late
Item SKU Industrial 74,36,36,1356.48,1356.48,2024-11-30,2024-11-30,completed
Item SKU Industrial 438,16,16,290.24,290.24,2025-11-25,2025-11-25,completed
Item SKU Industrial 177,11,11,1947.55,1947.55,2024-11-07,2024-11-09,completed_late
Item SKU Industrial 484,42,42,3021.9,3021.9,2026-04-17,2026-04-17,completed
Item SKU Industrial 129,53,53,8707.37,8707.37,2026-05-03,2026-05-03,completed
Item SKU Industrial 26,49,49,601.72,601.72,2026-04-24,2026-04-24,completed
Item SKU Industrial 494,44,44,6249.76,7187.22,2026-01-16,2026-01-16,completed
Item SKU Industrial 251,2,2,87.62,87.62,2026-04-02,2026-04-02,completed
Item SKU Industrial 338,9,9,541.35,541.35,2025-06-30,2025-06-30,completed
Item SKU Industrial 149,24,24,3841.92,3841.92,2025-09-25,2025-09-27,completed_late
Item SKU Industrial 133,51,51,8020.77,8020.77,2025-02-02,2025-02-02,completed
Item SKU Industrial 101,53,53,21691.84,21691.84,2024-11-15,2024-11-15,completed
Item SKU Industrial 446,48,48,5520.0,5520.0,2025-11-30,2025-11-30,completed
Item SKU Industrial 171,48,48,1904.16,1904.16,2024-09-29,2024-09-29,completed
Item SKU Industrial 252,46,46,2915.02,2915.02,2026-05-23,2026-05-23,completed
Item SKU Industrial 393,42,42,7067.34,7067.34,2026-03-09,2026-03-09,completed
Item SKU Industrial 450,49,49,3465.28,3465.28,2024-12-27,2024-12-29,completed_late
Item SKU Industrial 138,20,20,4152.6,4775.49,2025-04-20,2025-04-20,completed
Item SKU Industrial 72,14,14,5084.8,5084.8,2025-07-04,2025-07-04,completed
Item SKU Industrial 192,7,7,357.91,357.91,2024-12-14,2024-12-14,completed
Item SKU Industrial 66,35,35,437.85,437.85,2024-05-27,2024-05-27,completed
Item SKU Industrial 312,16,16,1195.04,1195.04,2024-10-23,2024-10-23,completed
Item SKU Industrial 166,16,16,3886.72,3886.72,2025-01-23,2025-01-23,completed
Item SKU Industrial 458,45,45,714.15,714.15,2024-08-17,2024-08-19,completed_late
Item SKU Industrial 345,14,14,1691.2,1691.2,2024-04-05,2024-04-05,completed
Item SKU Industrial 336,42,42,4736.34,4736.34,2026-01-18,2026-01-18,completed
Item SKU Industrial 134,44,44,9672.08,9672.08,2026-02-26,2026-02-26,completed
Item SKU Industrial 299,35,35,2387.35,2387.35,2026-03-05,2026-03-05,completed
Item SKU Industrial 358,15,15,1408.5,1619.78,2026-04-15,2026-04-23,completed_late
Item SKU Industrial 415,46,46,10683.96,10683.96,2025-09-25,2025-09-25,completed
Item SKU Industrial 75,8,8,98.0,98.0,2024-09-22,2024-09-24,completed_late
Item SKU Industrial 378,40,40,3820.4,3820.4,2026-05-03,2026-05-03,completed
Item SKU Industrial 287,41,41,14933.84,14933.84,2025-09-27,2025-09-27,completed
Item SKU Industrial 97,23,23,7984.45,7984.45,2025-01-09,2025-01-09,completed
Item SKU Industrial 455,6,6,345.3,345.3,2024-09-19,2024-09-19,completed
Item SKU Industrial 242,23,23,211.14,211.14,2025-01-17,2025-01-17,completed
Item SKU Industrial 442,39,39,3516.24,3516.24,2025-12-15,2025-12-15,completed
Item SKU Industrial 384,14,14,3021.9,3021.9,2026-03-10,2026-03-12,completed_late
Item SKU Industrial 308,13,13,264.94,264.94,2026-02-23,2026-02-23,completed
Item SKU Industrial 201,4,4,951.96,1094.75,2024-09-02,2024-09-02,completed
Item SKU Industrial 491,25,25,2051.25,2051.25,2025-12-25,2025-12-25,completed
Item SKU Industrial 224,31,31,745.24,745.24,2024-04-08,2024-04-08,completed
Item SKU Industrial 429,20,20,1540.4,1540.4,2025-08-01,2025-08-01,completed
Item SKU Industrial 74,45,45,1695.6,1695.6,2024-04-27,2024-04-27,completed
Item SKU Industrial 178,6,6,377.52,377.52,2026-02-09,2026-02-11,completed_late
Item SKU Industrial 336,11,11,1240.47,1240.47,2026-05-21,2026-05-21,completed
Item SKU Industrial 28,31,31,1868.37,1868.37,2024-12-14,2024-12-14,completed
Item SKU Industrial 206,51,51,3380.79,3380.79,2024-03-22,2024-03-22,completed
Item SKU Industrial 158,11,11,4446.31,4446.31,2026-05-25,2026-05-25,completed
Item SKU Industrial 30,1,1,43.8,43.8,2026-04-23,2026-04-23,completed
Item SKU Industrial 70,35,35,5311.25,6107.94,2026-03-09,2026-03-09,completed
Item SKU Industrial 187,7,7,168.7,168.7,2025-05-28,2025-05-30,completed_late
Item SKU Industrial 188,4,4,58.04,58.04,2025-03-14,2025-03-14,completed
Item SKU Industrial 188,36,36,522.36,522.36,2025-10-06,2025-10-06,completed
Item SKU Industrial 387,44,44,1400.08,1400.08,2025-12-14,2025-12-14,completed
Item SKU Industrial 8,38,38,3506.26,3506.26,2026-03-30,2026-03-30,completed
Item SKU Industrial 403,5,5,569.4,569.4,2025-01-03,2025-01-03,completed
Item SKU Industrial 335,30,30,3293.7,3293.7,2025-11-15,2025-11-23,completed_late
Item SKU Industrial 110,30,30,2263.5,2263.5,2025-03-03,2025-03-05,completed_late
Item SKU Industrial 453,50,50,2021.5,2021.5,2025-06-05,2025-06-05,completed
Item SKU Industrial 359,29,29,1813.95,1813.95,2024-11-01,2024-11-01,completed
Item SKU Industrial 98,44,44,370.48,426.05,2024-10-19,2024-10-19,completed
Item SKU Industrial 228,6,6,133.98,133.98,2024-02-12,2024-02-12,completed
Item SKU Industrial 90,7,7,1991.43,1991.43,2025-05-18,2025-05-18,completed
Item SKU Industrial 35,53,53,754.19,754.19,2026-05-20,2026-05-20,completed
Item SKU Industrial 380,35,35,664.65,664.65,2025-12-15,2025-12-17,completed_late
Item SKU Industrial 257,2,2,404.76,404.76,2025-07-27,2025-07-27,completed
Item SKU Industrial 10,35,35,4690.7,4690.7,2024-09-14,2024-09-14,completed
Item SKU Industrial 12,5,5,177.55,177.55,2025-09-12,2025-09-12,completed
Item SKU Industrial 285,53,53,4447.76,4447.76,2026-01-01,2026-01-01,completed
Item SKU Industrial 117,19,19,1717.6,1717.6,2025-08-12,2025-08-12,completed
Item SKU Industrial 160,35,35,4559.8,4559.8,2025-09-23,2025-09-23,completed
Item SKU Industrial 455,8,8,460.4,529.46,2025-09-20,2025-09-22,completed_late
Item SKU Industrial 336,30,30,3383.1,3383.1,2026-05-02,2026-05-02,completed
Item SKU Industrial 413,14,14,598.64,598.64,2025-10-09,2025-10-09,completed
Item SKU Industrial 405,31,31,2792.79,2792.79,2025-12-12,2025-12-12,completed
Item SKU Industrial 87,40,40,3683.6,3683.6,2024-03-28,2024-03-28,completed
Item SKU Industrial 126,2,2,200.8,200.8,2025-12-07,2025-12-07,completed
Item SKU Industrial 194,47,47,10356.45,10356.45,2024-03-18,2024-03-18,completed
Item SKU Industrial 211,4,4,118.8,118.8,2025-08-17,2025-08-19,completed_late
Item SKU Industrial 242,24,24,220.32,220.32,2025-12-11,2025-12-11,completed
Item SKU Industrial 490,36,36,1608.48,1608.48,2024-07-15,2024-07-15,completed
Item SKU Industrial 384,24,24,5180.4,5180.4,2025-08-08,2025-08-08,completed
Item SKU Industrial 14,44,44,4602.84,5293.27,2025-03-22,2025-03-22,completed
Item SKU Industrial 61,22,22,2409.44,2409.44,2025-11-16,2025-11-16,completed
Item SKU Industrial 462,22,22,4053.72,4053.72,2026-02-21,2026-02-21,completed
Item SKU Industrial 453,38,38,1536.34,1536.34,2025-09-25,2025-10-03,completed_late
Item SKU Industrial 219,9,9,347.94,347.94,2024-09-15,2024-09-15,completed
Item SKU Industrial 360,40,40,1736.0,1736.0,2025-08-18,2025-08-18,completed
Item SKU Industrial 48,3,3,39.96,39.96,2025-07-18,2025-07-18,completed
Item SKU Industrial 463,42,42,1915.2,1915.2,2024-05-05,2024-05-05,completed
Item SKU Industrial 421,49,49,9934.26,9934.26,2024-09-26,2024-09-26,completed
Item SKU Industrial 156,24,24,3105.36,3105.36,2026-01-23,2026-01-23,completed
Item SKU Industrial 38,39,39,11317.8,11317.8,2024-02-18,2024-02-20,completed_late
Item SKU Industrial 107,45,45,4890.15,5623.67,2025-11-10,2025-11-10,completed
Item SKU Industrial 260,15,15,221.1,221.1,2024-08-11,2024-08-11,completed
Item SKU Industrial 408,27,27,831.6,831.6,2025-09-23,2025-09-23,completed
Item SKU Industrial 277,1,1,76.57,76.57,2024-01-26,2024-01-26,completed
Item SKU Industrial 114,48,48,11739.84,11739.84,2026-05-17,2026-05-17,completed
Item SKU Industrial 484,41,41,2949.95,2949.95,2025-04-21,2025-04-21,completed
Item SKU Industrial 220,31,31,5536.91,5536.91,2026-04-23,2026-04-25,completed_late
Item SKU Industrial 28,14,14,843.78,843.78,2025-02-01,2025-02-01,completed
Item SKU Industrial 32,23,23,1136.66,1136.66,2026-03-23,2026-03-23,completed
Item SKU Industrial 88,9,9,1083.96,1083.96,2025-11-23,2025-11-23,completed
Item SKU Industrial 456,3,3,73.62,73.62,2026-05-05,2026-05-05,completed
Item SKU Industrial 391,34,34,2406.52,2767.5,2024-12-26,2024-12-26,completed
Item SKU Industrial 110,16,16,1207.2,1207.2,2026-01-05,2026-01-05,completed
Item SKU Industrial 442,7,7,631.12,631.12,2026-05-04,2026-05-06,completed_late
Item SKU Industrial 379,13,13,461.37,461.37,2026-04-06,2026-04-06,completed
Item SKU Industrial 60,34,34,430.1,430.1,2025-08-31,2025-08-31,completed
Item SKU Industrial 61,45,45,4928.4,4928.4,2024-02-29,2024-02-29,completed
Item SKU Industrial 385,47,47,6532.06,6532.06,2025-05-17,2025-05-17,completed
Item SKU Industrial 256,13,13,1644.89,1644.89,2025-05-04,2025-05-04,completed
Item SKU Industrial 376,50,50,650.5,650.5,2024-06-03,2024-06-03,completed
Item SKU Industrial 366,35,35,1920.8,1920.8,2024-10-12,2024-10-14,completed_late
Item SKU Industrial 35,37,37,526.51,526.51,2026-03-09,2026-03-17,completed_late
Item SKU Industrial 470,9,9,178.56,205.34,2025-12-26,2025-12-26,completed
Item SKU Industrial 27,37,37,8174.04,8174.04,2024-04-14,2024-04-14,completed
Item SKU Industrial 239,30,30,423.6,423.6,2026-03-19,2026-03-19,completed
Item SKU Industrial 67,11,11,3316.83,3316.83,2024-12-09,2024-12-09,completed
Item SKU Industrial 229,31,31,414.78,414.78,2025-11-07,2025-11-07,completed
Item SKU Industrial 162,29,29,4517.62,4517.62,2024-11-14,2024-11-16,completed_late
Item SKU Industrial 270,14,14,242.06,242.06,2026-04-18,2026-04-18,completed
Item SKU Industrial 178,50,50,3146.0,3146.0,2026-01-10,2026-01-10,completed
Item SKU Industrial 272,36,36,3369.96,3369.96,2024-02-05,2024-02-05,completed
Item SKU Industrial 248,6,6,266.82,266.82,2025-10-22,2025-10-22,completed
Item SKU Industrial 301,13,13,4086.03,4086.03,2025-09-19,2025-09-19,completed
Item SKU Industrial 332,5,5,195.05,224.31,2024-09-28,2024-09-28,completed
Item SKU Industrial 128,6,6,195.48,195.48,2024-01-19,2024-01-21,completed_late
Item SKU Industrial 345,15,15,1812.0,1812.0,2026-02-27,2026-02-27,completed
Item SKU Industrial 95,36,36,11073.6,11073.6,2026-02-19,2026-02-19,completed
