customer_name,product_name,revenue,discount,order_date
Cliente Piloto 114 S/A,Item SKU Industrial 199,3119.2,0.0,2024-10-29
Cliente Piloto 178 S/A,Item SKU Industrial 318,1162.7,0.0,2024-10-29
Cliente Piloto 89 S/A,Item SKU Industrial 48,243.5,0.0,2024-10-29
Cliente Piloto 154 S/A,Item SKU Industrial 62,511.92,0.0,2024-10-29
Cliente Piloto 56 S/A,Item SKU Industrial 69,2701.64,0.0,2024-10-29
Cliente Piloto 78 S/A,Item SKU Industrial 147,2293.76,0.0,2024-10-29
Cliente Piloto 14 S/A,Item SKU Industrial 359,3268.62,0.0,2024-10-29
Cliente Piloto 206 S/A,Item SKU Industrial 366,4126.8,0.0,2024-10-29
Cliente Piloto 25 S/A,Item SKU Industrial 162,294.22,0.0,2024-10-29
Cliente Piloto 228 S/A,Item SKU Industrial 227,1946.34,0.0,2024-10-29
Cliente Piloto 132 S/A,Item SKU Industrial 433,1598.72,0.0,2024-10-29
Cliente Piloto 239 S/A,Item SKU Industrial 464,982.38,0.0,2024-10-29
Cliente Piloto 207 S/A,Item SKU Industrial 488,1093.23,0.0,2024-10-29
Cliente Piloto 32 S/A,Item SKU Industrial 498,2638.72,0.0,2024-10-29
Cliente Piloto 82 S/A,Item SKU Industrial 431,1050.1,0.0,2024-10-29
Cliente Piloto 78 S/A,Item SKU Industrial 487,3419.72,0.0,2024-10-29
Cliente Piloto 250 S/A,Item SKU Industrial 347,919.77,0.0,2024-10-29
Cliente Piloto 193 S/A,Item SKU Industrial 489,4178.74,0.0,2024-10-29
Cliente Piloto 106 S/A,Item SKU Industrial 230,732.0,0.0,2024-10-29
Cliente Piloto 214 S/A,Item SKU Industrial 408,2621.99,0.0,2024-10-30
Cliente Piloto 42 S/A,Item SKU Industrial 139,5919.64,0.0,2024-10-30
Cliente Piloto 202 S/A,Item SKU Industrial 52,681.66,0.0,2024-10-30
Cliente Piloto 202 S/A,Item SKU Industrial 499,1509.94,0.0,2024-10-30
Cliente Piloto 244 S/A,Item SKU Industrial 17,89.81,0.0,2024-10-30
Cliente Piloto 157 S/A,Item SKU Industrial 165,1137.38,0.0,2024-10-30
Cliente Piloto 208 S/A,Item SKU Industrial 13,235.8,0.0,2024-10-30
Cliente Piloto 193 S/A,Item SKU Industrial 190,1943.5,0.0,2024-10-30
Cliente Piloto 145 S/A,Item SKU Industrial 475,291.44,0.0,2024-10-30
Cliente Piloto 30 S/A,Item SKU Industrial 340,2379.52,0.0,2024-10-30
Cliente Piloto 26 S/A,Item SKU Industrial 353,11899.68,0.0,2024-10-30
Cliente Piloto 181 S/A,Item SKU Industrial 362,423.75,0.0,2024-10-30
Cliente Piloto 125 S/A,Item SKU Industrial 352,1205.46,0.0,2024-10-30
Cliente Piloto 238 S/A,Item SKU Industrial 264,1768.55,0.0,2024-10-30
Cliente Piloto 19 S/A,Item SKU Industrial 312,1645.92,0.0,2024-10-30
Cliente Piloto 53 S/A,Item SKU Industrial 221,3722.6,0.0,2024-10-30
Cliente Piloto 85 S/A,Item SKU Industrial 104,15976.2,0.0,2024-10-30
Cliente Piloto 17 S/A,Item SKU Industrial 339,4301.28,0.0,2024-10-30
Cliente Piloto 174 S/A,Item SKU Industrial 198,514.56,0.0,2024-10-30
Cliente Piloto 104 S/A,Item SKU Industrial 300,1338.75,0.0,2024-10-30
Cliente Piloto 213 S/A,Item SKU Industrial 444,276.75,0.0,2024-10-30
Cliente Piloto 181 S/A,Item SKU Industrial 359,1936.96,0.0,2024-10-30
Cliente Piloto 105 S/A,Item SKU Industrial 368,4330.4,0.0,2024-10-30
Cliente Piloto 104 S/A,Item SKU Industrial 169,2301.91,0.0,2024-10-30
Cliente Piloto 192 S/A,Item SKU Industrial 149,12623.16,0.0,2024-10-30
Cliente Piloto 173 S/A,Item SKU Industrial 249,4594.8,0.0,2024-10-30
Cliente Piloto 69 S/A,Item SKU Industrial 413,4168.32,0.0,2024-10-31
Cliente Piloto 168 S/A,Item SKU Industrial 131,402.82,0.0,2024-10-31
Cliente Piloto 203 S/A,Item SKU Industrial 9,3249.1,0.0,2024-10-31
Cliente Piloto 129 S/A,Item SKU Industrial 459,1838.17,0.0,2024-10-31
Cliente Piloto 245 S/A,Item SKU Industrial 203,15668.25,0.0,2024-10-31
Cliente Piloto 106 S/A,Item SKU Industrial 409,2503.42,0.0,2024-10-31
Cliente Piloto 65 S/A,Item SKU Industrial 470,1058.34,0.0,2024-10-31
Cliente Piloto 122 S/A,Item SKU Industrial 298,270.6,0.0,2024-10-31
Cliente Piloto 62 S/A,Item SKU Industrial 174,5288.36,0.0,2024-10-31
Cliente Piloto 182 S/A,Item SKU Industrial 73,3519.68,0.0,2024-10-31
Cliente Piloto 103 S/A,Item SKU Industrial 84,710.22,0.0,2024-10-31
Cliente Piloto 60 S/A,Item SKU Industrial 59,77.97,0.0,2024-10-31
Cliente Piloto 46 S/A,Item SKU Industrial 21,821.04,0.0,2024-10-31
Cliente Piloto 5 S/A,Item SKU Industrial 458,163.85,0.0,2024-10-31
Cliente Piloto 113 S/A,Item SKU Industrial 406,2063.6,0.0,2024-10-31
Cliente Piloto 150 S/A,Item SKU Industrial 157,30896.75,0.0,2024-10-31
Cliente Piloto 218 S/A,Item SKU Industrial 319,1807.4,0.0,2024-10-31
Cliente Piloto 181 S/A,Item SKU Industrial 329,1107.75,0.0,2024-10-31
Cliente Piloto 70 S/A,Item SKU Industrial 61,4203.76,0.0,2024-10-31
Cliente Piloto 160 S/A,Item SKU Industrial 64,7168.75,0.0,2024-10-31
Cliente Piloto 143 S/A,Item SKU Industrial 483,211.64,0.0,2024-11-01
Cliente Piloto 3 S/A,Item SKU Industrial 223,1803.39,0.0,2024-11-01
Cliente Piloto 37 S/A,Item SKU Industrial 237,3513.58,0.0,2024-11-01
Cliente Piloto 117 S/A,Item SKU Industrial 117,4810.89,0.0,2024-11-01
Cliente Piloto 242 S/A,Item SKU Industrial 456,1974.56,0.0,2024-11-01
Cliente Piloto 174 S/A,Item SKU Industrial 192,1185.8,0.0,2024-11-01
Cliente Piloto 16 S/A,Item SKU Industrial 276,118.2,0.0,2024-11-01
Cliente Piloto 142 S/A,Item SKU Industrial 106,1747.79,0.0,2024-11-01
Cliente Piloto 9 S/A,Item SKU Industrial 482,623.6,0.0,2024-11-01
Cliente Piloto 239 S/A,Item SKU Industrial 4,1313.4,0.0,2024-11-01
Cliente Piloto 7 S/A,Item SKU Industrial 18,2313.91,0.0,2024-11-01
Cliente Piloto 142 S/A,Item SKU Industrial 307,602.14,0.0,2024-11-01
Cliente Piloto 134 S/A,Item SKU Industrial 452,368.9,0.0,2024-11-01
Cliente Piloto 213 S/A,Item SKU Industrial 20,3552.99,0.0,2024-11-01
Cliente Piloto 15 S/A,Item SKU Industrial 122,4526.08,0.0,2024-11-01
Cliente Piloto 180 S/A,Item SKU Industrial 137,3285.36,0.0,2024-11-01
Cliente Piloto 72 S/A,Item SKU Industrial 80,415.2,0.0,2024-11-01
Cliente Piloto 162 S/A,Item SKU Industrial 154,355.3,0.0,2024-11-01
Cliente Piloto 104 S/A,Item SKU Industrial 358,3830.86,0.0,2024-11-01
Cliente Piloto 129 S/A,Item SKU Industrial 25,7503.46,0.0,2024-11-01
Cliente Piloto 96 S/A,Item SKU Industrial 452,1254.26,0.0,2024-11-01
Cliente Piloto 122 S/A,Item SKU Industrial 169,2124.84,0.0,2024-11-01
Cliente Piloto 241 S/A,Item SKU Industrial 59,649.75,0.0,2024-11-01
Cliente Piloto 115 S/A,Item SKU Industrial 301,10468.6,0.0,2024-11-01
Cliente Piloto 197 S/A,Item SKU Industrial 41,992.5,0.0,2024-11-01
Cliente Piloto 222 S/A,Item SKU Industrial 38,12913.32,0.0,2024-11-01
Cliente Piloto 214 S/A,Item SKU Industrial 117,2793.42,0.0,2024-11-01
Cliente Piloto 148 S/A,Item SKU Industrial 275,2043.18,0.0,2024-11-01
Cliente Piloto 80 S/A,Item SKU Industrial 270,1310.85,0.0,2024-11-01
Cliente Piloto 7 S/A,Item SKU Industrial 127,4006.72,0.0,2024-11-01
Cliente Piloto 135 S/A,Item SKU Industrial 405,2292.22,0.0,2024-11-01
Cliente Piloto 19 S/A,Item SKU Industrial 18,2712.86,0.0,2024-11-02
Cliente Piloto 120 S/A,Item SKU Industrial 93,9432.9,0.0,2024-11-02
Cliente Piloto 68 S/A,Item SKU Industrial 483,2539.68,0.0,2024-11-02
Cliente Piloto 225 S/A,Item SKU Industrial 436,30642.24,0.0,2024-11-02
Cliente Piloto 66 S/A,Item SKU Industrial 294,1802.68,0.0,2024-11-02
Cliente Piloto 141 S/A,Item SKU Industrial 464,4631.22,0.0,2024-11-02
Cliente Piloto 190 S/A,Item SKU Industrial 148,21957.96,0.0,2024-11-02
Cliente Piloto 250 S/A,Item SKU Industrial 472,1145.62,0.0,2024-11-02
Cliente Piloto 189 S/A,Item SKU Industrial 483,1058.2,0.0,2024-11-02
Cliente Piloto 237 S/A,Item SKU Industrial 172,505.44,0.0,2024-11-02
Cliente Piloto 158 S/A,Item SKU Industrial 51,2462.78,0.0,2024-11-02
Cliente Piloto 75 S/A,Item SKU Industrial 343,22571.12,0.0,2024-11-03
Cliente Piloto 13 S/A,Item SKU Industrial 360,3373.48,0.0,2024-11-03
Cliente Piloto 142 S/A,Item SKU Industrial 117,2793.42,0.0,2024-11-03
Cliente Piloto 188 S/A,Item SKU Industrial 357,2627.7,0.0,2024-11-03
Cliente Piloto 200 S/A,Item SKU Industrial 445,498.68,0.0,2024-11-03
Cliente Piloto 25 S/A,Item SKU Industrial 331,30807.92,0.0,2024-11-03
Cliente Piloto 210 S/A,Item SKU Industrial 439,5466.3,0.0,2024-11-03
Cliente Piloto 160 S/A,Item SKU Industrial 496,2242.8,0.0,2024-11-04
Cliente Piloto 45 S/A,Item SKU Industrial 333,259.01,0.0,2024-11-04
Cliente Piloto 42 S/A,Item SKU Industrial 148,2677.8,0.0,2024-11-04
Cliente Piloto 53 S/A,Item SKU Industrial 177,2967.7,0.0,2024-11-04
Cliente Piloto 110 S/A,Item SKU Industrial 370,2084.88,0.0,2024-11-04
Cliente Piloto 9 S/A,Item SKU Industrial 35,1120.56,0.0,2024-11-04
Cliente Piloto 203 S/A,Item SKU Industrial 23,3197.7,0.0,2024-11-04
Cliente Piloto 87 S/A,Item SKU Industrial 106,5720.04,0.0,2024-11-04
Cliente Piloto 114 S/A,Item SKU Industrial 97,1070.76,0.0,2024-11-04
Cliente Piloto 75 S/A,Item SKU Industrial 230,527.04,0.0,2024-11-04
Cliente Piloto 177 S/A,Item SKU Industrial 227,766.74,0.0,2024-11-04
Cliente Piloto 130 S/A,Item SKU Industrial 371,1773.75,0.0,2024-11-04
Cliente Piloto 195 S/A,Item SKU Industrial 100,2450.4,0.0,2024-11-04
Cliente Piloto 11 S/A,Item SKU Industrial 445,142.48,0.0,2024-11-04
Cliente Piloto 50 S/A,Item SKU Industrial 468,433.51,0.0,2024-11-04
Cliente Piloto 163 S/A,Item SKU Industrial 55,860.4,0.0,2024-11-04
Cliente Piloto 122 S/A,Item SKU Industrial 195,2375.04,0.0,2024-11-04
Cliente Piloto 143 S/A,Item SKU Industrial 8,5078.72,0.0,2024-11-04
Cliente Piloto 235 S/A,Item SKU Industrial 424,7179.34,0.0,2024-11-04
Cliente Piloto 75 S/A,Item SKU Industrial 315,1149.68,0.0,2024-11-04
Cliente Piloto 31 S/A,Item SKU Industrial 128,655.6,0.0,2024-11-04
Cliente Piloto 92 S/A,Item SKU Industrial 32,1846.9,0.0,2024-11-04
Cliente Piloto 190 S/A,Item SKU Industrial 93,5345.31,0.0,2024-11-04
Cliente Piloto 156 S/A,Item SKU Industrial 7,4157.34,0.0,2024-11-04
Cliente Piloto 224 S/A,Item SKU Industrial 258,5053.36,0.0,2024-11-04
Cliente Piloto 153 S/A,Item SKU Industrial 341,7749.72,0.0,2024-11-04
Cliente Piloto 212 S/A,Item SKU Industrial 390,257.04,0.0,2024-11-04
Cliente Piloto 92 S/A,Item SKU Industrial 220,8415.6,0.0,2024-11-04
Cliente Piloto 153 S/A,Item SKU Industrial 240,11527.92,0.0,2024-11-04
Cliente Piloto 75 S/A,Item SKU Industrial 106,5084.48,0.0,2024-11-04
Cliente Piloto 211 S/A,Item SKU Industrial 36,3114.2,0.0,2024-11-04
Cliente Piloto 15 S/A,Item SKU Industrial 334,1568.32,0.0,2024-11-05
Cliente Piloto 165 S/A,Item SKU Industrial 442,4614.72,0.0,2024-11-05
Cliente Piloto 83 S/A,Item SKU Industrial 420,127.4,0.0,2024-11-05
Cliente Piloto 39 S/A,Item SKU Industrial 326,1613.04,0.0,2024-11-05
Cliente Piloto 134 S/A,Item SKU Industrial 137,4289.22,0.0,2024-11-05
Cliente Piloto 211 S/A,Item SKU Industrial 277,2887.42,0.0,2024-11-05
Cliente Piloto 57 S/A,Item SKU Industrial 320,650.9,0.0,2024-11-05
Cliente Piloto 92 S/A,Item SKU Industrial 332,2119.47,0.0,2024-11-05
Cliente Piloto 81 S/A,Item SKU Industrial 61,764.32,0.0,2024-11-05
Cliente Piloto 234 S/A,Item SKU Industrial 250,7568.05,0.0,2024-11-05
Cliente Piloto 147 S/A,Item SKU Industrial 478,136.02,0.0,2024-11-05
Cliente Piloto 127 S/A,Item SKU Industrial 95,10614.03,0.0,2024-11-05
Cliente Piloto 191 S/A,Item SKU Industrial 296,77.12,0.0,2024-11-05
Cliente Piloto 159 S/A,Item SKU Industrial 184,884.24,0.0,2024-11-05
Cliente Piloto 75 S/A,Item SKU Industrial 260,27.0,0.0,2024-11-05
Cliente Piloto 79 S/A,Item SKU Industrial 287,9838.95,0.0,2024-11-05
Cliente Piloto 10 S/A,Item SKU Industrial 155,10231.98,0.0,2024-11-05
Cliente Piloto 107 S/A,Item SKU Industrial 186,1155.9,0.0,2024-11-05
Cliente Piloto 87 S/A,Item SKU Industrial 409,515.41,0.0,2024-11-05
Cliente Piloto 67 S/A,Item SKU Industrial 69,1509.74,0.0,2024-11-05
Cliente Piloto 62 S/A,Item SKU Industrial 326,5459.52,0.0,2024-11-05
Cliente Piloto 131 S/A,Item SKU Industrial 261,98.97,0.0,2024-11-05
Cliente Piloto 146 S/A,Item SKU Industrial 115,13316.55,0.0,2024-11-05
Cliente Piloto 153 S/A,Item SKU Industrial 347,759.81,0.0,2024-11-05
Cliente Piloto 107 S/A,Item SKU Industrial 8,7141.95,0.0,2024-11-05
Cliente Piloto 148 S/A,Item SKU Industrial 265,2107.3,0.0,2024-11-05
Cliente Piloto 186 S/A,Item SKU Industrial 271,15039.64,0.0,2024-11-05
Cliente Piloto 93 S/A,Item SKU Industrial 484,1617.72,0.0,2024-11-05
Cliente Piloto 86 S/A,Item SKU Industrial 249,2406.8,0.0,2024-11-05
Cliente Piloto 178 S/A,Item SKU Industrial 105,1573.91,0.0,2024-11-05
Cliente Piloto 121 S/A,Item SKU Industrial 263,1446.2,0.0,2024-11-05
Cliente Piloto 79 S/A,Item SKU Industrial 224,588.42,0.0,2024-11-05
Cliente Piloto 231 S/A,Item SKU Industrial 328,1574.32,0.0,2024-11-05
Cliente Piloto 10 S/A,Item SKU Industrial 495,13444.2,0.0,2024-11-05
Cliente Piloto 149 S/A,Item SKU Industrial 371,15609.0,0.0,2024-11-05
Cliente Piloto 145 S/A,Item SKU Industrial 187,1377.6,0.0,2024-11-06
Cliente Piloto 95 S/A,Item SKU Industrial 170,2007.2,0.0,2024-11-06
Cliente Piloto 71 S/A,Item SKU Industrial 52,2629.26,0.0,2024-11-06
Cliente Piloto 209 S/A,Item SKU Industrial 319,2272.16,0.0,2024-11-06
Cliente Piloto 92 S/A,Item SKU Industrial 189,427.0,0.0,2024-11-06
Cliente Piloto 230 S/A,Item SKU Industrial 120,1344.98,0.0,2024-11-06
Cliente Piloto 125 S/A,Item SKU Industrial 105,1816.05,0.0,2024-11-06
Cliente Piloto 22 S/A,Item SKU Industrial 162,13534.12,0.0,2024-11-06
Cliente Piloto 15 S/A,Item SKU Industrial 295,543.06,0.0,2024-11-06
Cliente Piloto 101 S/A,Item SKU Industrial 41,4466.25,0.0,2024-11-06
Cliente Piloto 15 S/A,Item SKU Industrial 377,9926.57,0.0,2024-11-06
Cliente Piloto 242 S/A,Item SKU Industrial 364,3482.64,0.0,2024-11-06
Cliente Piloto 242 S/A,Item SKU Industrial 165,1229.6,0.0,2024-11-06
Cliente Piloto 153 S/A,Item SKU Industrial 321,454.44,0.0,2024-11-06
Cliente Piloto 53 S/A,Item SKU Industrial 374,12424.28,0.0,2024-11-06
Cliente Piloto 149 S/A,Item SKU Industrial 335,3450.78,0.0,2024-11-06
Cliente Piloto 247 S/A,Item SKU Industrial 160,6434.12,0.0,2024-11-06
Cliente Piloto 102 S/A,Item SKU Industrial 264,1312.15,0.0,2024-11-06
Cliente Piloto 194 S/A,Item SKU Industrial 353,9916.4,0.0,2024-11-06
Cliente Piloto 219 S/A,Item SKU Industrial 18,3909.71,0.0,2024-11-06
Cliente Piloto 113 S/A,Item SKU Industrial 173,7965.9,0.0,2024-11-06
Cliente Piloto 32 S/A,Item SKU Industrial 477,1525.44,0.0,2024-11-06
Cliente Piloto 21 S/A,Item SKU Industrial 352,1335.78,0.0,2024-11-06
Cliente Piloto 196 S/A,Item SKU Industrial 33,139.56,0.0,2024-11-06
Cliente Piloto 172 S/A,Item SKU Industrial 261,1385.58,0.0,2024-11-06
Cliente Piloto 83 S/A,Item SKU Industrial 210,7383.92,0.0,2024-11-06
Cliente Piloto 194 S/A,Item SKU Industrial 496,1201.5,0.0,2024-11-06
Cliente Piloto 218 S/A,Item SKU Industrial 383,373.08,0.0,2024-11-06
Cliente Piloto 226 S/A,Item SKU Industrial 330,297.3,0.0,2024-11-06
Cliente Piloto 14 S/A,Item SKU Industrial 382,3724.08,0.0,2024-11-06
Cliente Piloto 15 S/A,Item SKU Industrial 164,4591.72,0.0,2024-11-06
Cliente Piloto 148 S/A,Item SKU Industrial 481,333.92,0.0,2024-11-06
Cliente Piloto 34 S/A,Item SKU Industrial 407,636.85,0.0,2024-11-06
Cliente Piloto 164 S/A,Item SKU Industrial 424,755.72,0.0,2024-11-06
Cliente Piloto 83 S/A,Item SKU Industrial 5,835.24,0.0,2024-11-06
Cliente Piloto 9 S/A,Item SKU Industrial 34,5819.04,0.0,2024-11-06
Cliente Piloto 199 S/A,Item SKU Industrial 280,1895.2,0.0,2024-11-06
Cliente Piloto 33 S/A,Item SKU Industrial 31,12557.52,0.0,2024-11-07
Cliente Piloto 228 S/A,Item SKU Industrial 6,606.06,0.0,2024-11-07
Cliente Piloto 195 S/A,Item SKU Industrial 483,4973.54,0.0,2024-11-07
Cliente Piloto 197 S/A,Item SKU Industrial 207,7164.6,0.0,2024-11-07
Cliente Piloto 140 S/A,Item SKU Industrial 157,25953.27,0.0,2024-11-07
Cliente Piloto 185 S/A,Item SKU Industrial 67,13803.72,0.0,2024-11-07
Cliente Piloto 44 S/A,Item SKU Industrial 459,1681.73,0.0,2024-11-07
Cliente Piloto 13 S/A,Item SKU Industrial 387,396.18,0.0,2024-11-07
Cliente Piloto 152 S/A,Item SKU Industrial 412,1272.06,0.0,2024-11-07
Cliente Piloto 172 S/A,Item SKU Industrial 330,19.82,0.0,2024-11-07
Cliente Piloto 57 S/A,Item SKU Industrial 370,595.68,0.0,2024-11-07
Cliente Piloto 96 S/A,Item SKU Industrial 353,3470.74,0.0,2024-11-07
Cliente Piloto 144 S/A,Item SKU Industrial 432,2511.3,0.0,2024-11-07
Cliente Piloto 224 S/A,Item SKU Industrial 336,224.21,0.0,2024-11-07
Cliente Piloto 109 S/A,Item SKU Industrial 379,1565.74,0.0,2024-11-07
Cliente Piloto 229 S/A,Item SKU Industrial 394,2475.2,0.0,2024-11-07
Cliente Piloto 224 S/A,Item SKU Industrial 190,2167.75,0.0,2024-11-08
Cliente Piloto 49 S/A,Item SKU Industrial 6,1298.7,0.0,2024-11-08
Cliente Piloto 34 S/A,Item SKU Industrial 6,115.44,0.0,2024-11-08
Cliente Piloto 105 S/A,Item SKU Industrial 191,7041.79,0.0,2024-11-08
Cliente Piloto 172 S/A,Item SKU Industrial 148,19280.16,0.0,2024-11-08
Cliente Piloto 243 S/A,Item SKU Industrial 405,7859.04,0.0,2024-11-08
Cliente Piloto 22 S/A,Item SKU Industrial 258,2702.96,0.0,2024-11-08
Cliente Piloto 31 S/A,Item SKU Industrial 218,601.65,0.0,2024-11-08
Cliente Piloto 135 S/A,Item SKU Industrial 479,16215.0,0.0,2024-11-08
Cliente Piloto 105 S/A,Item SKU Industrial 90,22053.24,0.0,2024-11-08
Cliente Piloto 149 S/A,Item SKU Industrial 312,411.48,0.0,2024-11-08
Cliente Piloto 16 S/A,Item SKU Industrial 352,1042.56,0.0,2024-11-08
Cliente Piloto 20 S/A,Item SKU Industrial 10,2092.4,0.0,2024-11-08
Cliente Piloto 43 S/A,Item SKU Industrial 87,6685.6,0.0,2024-11-08
Cliente Piloto 172 S/A,Item SKU Industrial 250,5869.1,0.0,2024-11-08
Cliente Piloto 47 S/A,Item SKU Industrial 326,2729.76,0.0,2024-11-08
Cliente Piloto 114 S/A,Item SKU Industrial 151,1468.04,0.0,2024-11-08
Cliente Piloto 19 S/A,Item SKU Industrial 476,346.97,0.0,2024-11-08
Cliente Piloto 48 S/A,Item SKU Industrial 113,1249.08,0.0,2024-11-08
Cliente Piloto 224 S/A,Item SKU Industrial 30,3257.28,0.0,2024-11-08
Cliente Piloto 207 S/A,Item SKU Industrial 128,983.4,0.0,2024-11-08
Cliente Piloto 197 S/A,Item SKU Industrial 78,1392.0,0.0,2024-11-08
Cliente Piloto 139 S/A,Item SKU Industrial 421,318.5,0.0,2024-11-08
Cliente Piloto 207 S/A,Item SKU Industrial 55,688.32,0.0,2024-11-08
Cliente Piloto 147 S/A,Item SKU Industrial 144,25920.96,0.0,2024-11-09
Cliente Piloto 159 S/A,Item SKU Industrial 381,6422.0,0.0,2024-11-09
Cliente Piloto 201 S/A,Item SKU Industrial 201,3663.44,0.0,2024-11-09
Cliente Piloto 228 S/A,Item SKU Industrial 239,546.96,0.0,2024-11-09
Cliente Piloto 181 S/A,Item SKU Industrial 334,432.64,0.0,2024-11-09
Cliente Piloto 203 S/A,Item SKU Industrial 392,6317.08,0.0,2024-11-10
Cliente Piloto 5 S/A,Item SKU Industrial 385,3160.3,0.0,2024-11-10
Cliente Piloto 178 S/A,Item SKU Industrial 476,102.05,0.0,2024-11-10
Cliente Piloto 24 S/A,Item SKU Industrial 198,2572.8,0.0,2024-11-10
Cliente Piloto 175 S/A,Item SKU Industrial 47,243.82,0.0,2024-11-10
Cliente Piloto 18 S/A,Item SKU Industrial 228,862.84,0.0,2024-11-10
Cliente Piloto 84 S/A,Item SKU Industrial 245,3904.2,0.0,2024-11-10
Cliente Piloto 186 S/A,Item SKU Industrial 383,3482.08,0.0,2024-11-11
Cliente Piloto 173 S/A,Item SKU Industrial 412,2685.46,0.0,2024-11-11
Cliente Piloto 200 S/A,Item SKU Industrial 16,19839.4,0.0,2024-11-11
Cliente Piloto 147 S/A,Item SKU Industrial 310,11004.12,0.0,2024-11-11
Cliente Piloto 102 S/A,Item SKU Industrial 437,3690.18,0.0,2024-11-11
Cliente Piloto 29 S/A,Item SKU Industrial 396,1048.42,0.0,2024-11-11
Cliente Piloto 151 S/A,Item SKU Industrial 276,1016.52,0.0,2024-11-11
Cliente Piloto 111 S/A,Item SKU Industrial 338,2219.28,0.0,2024-11-11
Cliente Piloto 160 S/A,Item SKU Industrial 162,7943.94,0.0,2024-11-11
Cliente Piloto 10 S/A,Item SKU Industrial 437,13057.56,0.0,2024-11-11
Cliente Piloto 91 S/A,Item SKU Industrial 192,508.2,0.0,2024-11-11
Cliente Piloto 177 S/A,Item SKU Industrial 151,3984.68,0.0,2024-11-11
Cliente Piloto 193 S/A,Item SKU Industrial 365,3967.53,0.0,2024-11-11
Cliente Piloto 231 S/A,Item SKU Industrial 411,4054.93,0.0,2024-11-11
Cliente Piloto 29 S/A,Item SKU Industrial 113,2795.56,0.0,2024-11-11
Cliente Piloto 187 S/A,Item SKU Industrial 273,7400.09,0.0,2024-11-11
Cliente Piloto 45 S/A,Item SKU Industrial 176,2042.55,0.0,2024-11-11
Cliente Piloto 195 S/A,Item SKU Industrial 149,11188.71,0.0,2024-11-11
Cliente Piloto 51 S/A,Item SKU Industrial 178,912.87,0.0,2024-11-11
Cliente Piloto 239 S/A,Item SKU Industrial 424,5667.9,0.0,2024-11-11
Cliente Piloto 101 S/A,Item SKU Industrial 382,3258.57,0.0,2024-11-11
Cliente Piloto 223 S/A,Item SKU Industrial 223,38.37,0.0,2024-11-11
Cliente Piloto 128 S/A,Item SKU Industrial 259,3098.25,0.0,2024-11-11
Cliente Piloto 11 S/A,Item SKU Industrial 273,5775.68,0.0,2024-11-11
Cliente Piloto 214 S/A,Item SKU Industrial 189,97.6,0.0,2024-11-11
Cliente Piloto 82 S/A,Item SKU Industrial 306,1324.0,0.0,2024-11-11
Cliente Piloto 128 S/A,Item SKU Industrial 378,4746.3,0.0,2024-11-11
Cliente Piloto 227 S/A,Item SKU Industrial 90,4009.68,0.0,2024-11-11
Cliente Piloto 6 S/A,Item SKU Industrial 343,25136.02,0.0,2024-11-11
Cliente Piloto 67 S/A,Item SKU Industrial 262,2357.71,0.0,2024-11-11
Cliente Piloto 62 S/A,Item SKU Industrial 156,11502.48,0.0,2024-11-11
Cliente Piloto 133 S/A,Item SKU Industrial 200,9224.1,0.0,2024-11-11
Cliente Piloto 137 S/A,Item SKU Industrial 55,430.2,0.0,2024-11-11
Cliente Piloto 51 S/A,Item SKU Industrial 77,5436.6,0.0,2024-11-12
Cliente Piloto 46 S/A,Item SKU Industrial 78,835.2,0.0,2024-11-12
Cliente Piloto 20 S/A,Item SKU Industrial 101,36922.48,0.0,2024-11-12
Cliente Piloto 96 S/A,Item SKU Industrial 438,209.79,0.0,2024-11-12
Cliente Piloto 38 S/A,Item SKU Industrial 432,17160.55,0.0,2024-11-12
Cliente Piloto 189 S/A,Item SKU Industrial 30,67.86,0.0,2024-11-12
Cliente Piloto 104 S/A,Item SKU Industrial 39,275.6,0.0,2024-11-12
Cliente Piloto 32 S/A,Item SKU Industrial 239,91.16,0.0,2024-11-12
Cliente Piloto 154 S/A,Item SKU Industrial 13,550.2,0.0,2024-11-12
Cliente Piloto 58 S/A,Item SKU Industrial 122,4526.08,0.0,2024-11-12
Cliente Piloto 167 S/A,Item SKU Industrial 144,23927.04,0.0,2024-11-12
Cliente Piloto 148 S/A,Item SKU Industrial 172,56.16,0.0,2024-11-12
Cliente Piloto 82 S/A,Item SKU Industrial 455,4011.2,0.0,2024-11-12
Cliente Piloto 50 S/A,Item SKU Industrial 368,3031.28,0.0,2024-11-12
Cliente Piloto 207 S/A,Item SKU Industrial 247,904.6,0.0,2024-11-12
Cliente Piloto 52 S/A,Item SKU Industrial 247,1130.75,0.0,2024-11-12
Cliente Piloto 86 S/A,Item SKU Industrial 411,15482.46,0.0,2024-11-12
Cliente Piloto 115 S/A,Item SKU Industrial 45,10749.62,0.0,2024-11-12
Cliente Piloto 150 S/A,Item SKU Industrial 253,1731.44,0.0,2024-11-12
Cliente Piloto 53 S/A,Item SKU Industrial 375,4390.96,0.0,2024-11-12
Cliente Piloto 213 S/A,Item SKU Industrial 291,1604.48,0.0,2024-11-12
Cliente Piloto 66 S/A,Item SKU Industrial 207,12538.05,0.0,2024-11-12
Cliente Piloto 232 S/A,Item SKU Industrial 412,3250.82,0.0,2024-11-12
Cliente Piloto 117 S/A,Item SKU Industrial 483,3386.24,0.0,2024-11-12
Cliente Piloto 43 S/A,Item SKU Industrial 7,1511.76,0.0,2024-11-12
