id_pedido,data_emissao,id_cliente,id_produto,quantidade,valor_unitario,total,custo_total_item,status
V004647,2024-10-23,C0149,P0402,35,49.06,1717.1,969.85,Faturado
V004648,2024-10-23,C0023,P0180,31,323.91,10041.21,5986.1,Faturado
V004649,2024-10-23,C0137,P0285,31,136.87,4242.97,2601.52,Faturado
V004650,2024-10-23,C0246,P0112,38,16.98,645.24,346.94,Faturado
V004651,2024-10-23,C0083,P0230,22,29.28,644.16,347.16,Faturado
V004652,2024-10-23,C0237,P0444,45,18.45,830.25,514.8,Faturado
V004653,2024-10-23,C0055,P0021,41,410.52,16831.32,10185.63,Faturado
V004654,2024-10-23,C0110,P0145,9,34.45,310.05,183.24,Faturado
V004655,2024-10-23,C0116,P0489,9,97.18,874.62,501.84,Faturado
V004656,2024-10-23,C0147,P0499,15,88.82,1332.3,732.6,Faturado
V004657,2024-10-23,C0062,P0146,13,145.26,1888.38,1018.29,Faturado
V004658,2024-10-23,C0087,P0441,22,119.73,2634.06,1678.6,Faturado
V004659,2024-10-23,C0219,P0375,16,156.82,2509.12,1617.92,Faturado
V004660,2024-10-23,C0219,P0421,32,318.5,10192.0,6487.68,Faturado
V004661,2024-10-23,C0167,P0316,2,68.66,137.32,68.12,Faturado
V004662,2024-10-23,C0100,P0166,26,472.03,12272.78,6315.92,Faturado
V004663,2024-10-23,C0204,P0140,14,16.94,237.16,124.74,Faturado
V004664,2024-10-23,C0247,P0203,38,401.75,15266.5,8717.2,Faturado
V004665,2024-10-23,C0027,P0496,34,80.1,2723.4,1427.66,Faturado
V004666,2024-10-23,C0174,P0244,8,256.14,2049.12,1137.92,Faturado
V004667,2024-10-23,C0034,P0113,36,59.48,2141.28,1005.12,Faturado
V004668,2024-10-23,C0033,P0468,21,39.41,827.61,408.87,Faturado
V004669,2024-10-24,C0170,P0220,9,350.65,3155.85,1607.49,Faturado
V004670,2024-10-24,C0044,P0046,6,245.23,1471.38,892.68,Faturado
V004671,2024-10-24,C0209,P0236,13,16.02,208.26,114.53,Faturado
V004672,2024-10-24,C0117,P0048,22,24.35,535.7,293.04,Faturado
V004673,2024-10-24,C0038,P0198,28,85.76,2401.28,1477.56,Faturado
V004674,2024-10-24,C0099,P0084,30,18.69,560.7,322.8,Faturado
V004675,2024-10-24,C0124,P0031,36,348.82,12557.52,6155.28,Faturado
V004676,2024-10-24,C0239,P0161,2,444.43,888.86,522.34,Faturado
V004677,2024-10-24,C0231,P0428,36,138.81,4997.16,3077.64,Faturado
V004678,2024-10-24,C0222,P0071,8,451.32,3610.56,1864.72,Faturado
V004679,2024-10-24,C0006,P0008,45,158.71,7141.95,4152.15,Faturado
V004680,2024-10-24,C0068,P0457,42,100.34,4214.28,2259.18,Faturado
V004681,2024-10-24,C0179,P0386,9,34.67,312.03,172.08,Faturado
V004682,2024-10-24,C0101,P0401,1,34.36,34.36,20.87,Faturado
V004683,2024-10-24,C0163,P0052,13,97.38,1265.94,768.17,Faturado
V004684,2024-10-24,C0186,P0045,15,219.38,3290.7,1892.4,Faturado
V004685,2024-10-24,C0185,P0293,32,36.27,1160.64,706.56,Faturado
V004686,2024-10-25,C0052,P0334,16,54.08,865.28,546.08,Faturado
V004687,2024-10-25,C0185,P0310,20,407.56,8151.2,4051.6,Faturado
V004688,2024-10-25,C0216,P0047,15,243.82,3657.3,2093.7,Faturado
V004689,2024-10-25,C0028,P0270,7,29.13,203.91,121.03,Faturado
V004690,2024-10-25,C0036,P0432,17,418.55,7115.35,4150.04,Faturado
V004691,2024-10-25,C0116,P0311,22,132.05,2905.1,1812.36,Faturado
V004692,2024-10-25,C0064,P0413,22,86.84,1910.48,940.72,Faturado
V004693,2024-10-25,C0018,P0431,12,210.02,2520.24,1550.04,Faturado
V004694,2024-10-25,C0089,P0063,18,268.78,4838.04,2632.14,Faturado
V004695,2024-10-25,C0163,P0019,46,234.69,10795.74,5312.08,Faturado
V004696,2024-10-25,C0196,P0347,47,39.99,1879.53,1086.64,Faturado
V004697,2024-10-25,C0078,P0393,15,324.05,4860.75,2524.05,Faturado
V004698,2024-10-25,C0167,P0101,37,753.52,27880.24,15143.36,Faturado
V004699,2024-10-25,C0090,P0037,16,459.55,7352.8,3491.36,Faturado
V004700,2024-10-25,C0008,P0107,5,188.49,942.45,543.35,Faturado
V004701,2024-10-25,C0216,P0092,2,60.47,120.94,63.98,Faturado
V004702,2024-10-26,C0028,P0221,19,106.36,2020.84,1171.73,Faturado
V004703,2024-10-26,C0086,P0001,25,67.62,1690.5,1093.5,Faturado
V004704,2024-10-26,C0082,P0200,5,307.47,1537.35,869.25,Faturado
V004705,2024-10-26,C0022,P0441,34,119.73,4070.82,2594.2,Faturado
V004706,2024-10-26,C0041,P0144,39,664.64,25920.96,15717.39,Faturado
V004707,2024-10-26,C0076,P0378,10,158.21,1582.1,955.1,Faturado
V004708,2024-10-27,C0245,P0218,9,40.11,360.99,225.18,Faturado
V004709,2024-10-27,C0206,P0494,7,306.84,2147.88,994.28,Faturado
V004710,2024-10-27,C0002,P0346,48,427.92,20540.16,9530.4,Faturado
V004711,2024-10-27,C0112,P0378,10,158.21,1582.1,955.1,Faturado
V004712,2024-10-27,C0205,P0010,9,209.24,1883.16,1206.18,Faturado
V004713,2024-10-27,C0027,P0017,22,89.81,1975.82,896.28,Faturado
V004714,2024-10-28,C0059,P0084,42,18.69,784.98,451.92,Faturado
V004715,2024-10-28,C0141,P0199,2,155.96,311.92,181.98,Faturado
V004716,2024-10-28,C0103,P0043,2,69.77,139.54,88.9,Faturado
V004717,2024-10-28,C0232,P0488,27,121.47,3279.69,1600.29,Faturado
V004718,2024-10-28,C0086,P0263,14,51.65,723.1,414.68,Faturado
V004719,2024-10-28,C0241,P0092,48,60.47,2902.56,1535.52,Faturado
V004720,2024-10-28,C0209,P0339,39,89.61,3494.79,1852.89,Faturado
V004721,2024-10-28,C0112,P0447,12,10.7,128.4,73.2,Faturado
V004722,2024-10-28,C0086,P0084,32,18.69,598.08,344.32,Faturado
V004723,2024-10-28,C0098,P0300,28,89.25,2499.0,1252.44,Faturado
V004724,2024-10-28,C0062,P0423,28,134.91,3777.48,2061.92,Faturado
V004725,2024-10-28,C0008,P0296,46,38.56,1773.76,925.98,Faturado
V004726,2024-10-28,C0113,P0135,25,204.04,5101.0,2754.0,Faturado
V004727,2024-10-28,C0173,P0454,4,210.63,842.52,506.24,Faturado
V004728,2024-10-28,C0146,P0281,26,30.47,792.22,385.84,Faturado
V004729,2024-10-28,C0216,P0489,36,97.18,3498.48,2007.36,Faturado
V004730,2024-10-29,C0114,P0199,20,155.96,3119.2,1819.8,Faturado
V004731,2024-10-29,C0178,P0318,10,116.27,1162.7,671.6,Faturado
V004732,2024-10-29,C0089,P0048,10,24.35,243.5,133.2,Faturado
V004733,2024-10-29,C0154,P0062,24,21.33,511.92,264.0,Faturado
V004734,2024-10-29,C0056,P0069,34,79.46,2701.64,1227.06,Faturado
V004735,2024-10-29,C0078,P0147,28,81.92,2293.76,1428.56,Faturado
V004736,2024-10-29,C0014,P0359,27,121.06,3268.62,1688.85,Faturado
V004737,2024-10-29,C0206,P0366,40,103.17,4126.8,2195.2,Faturado
V004738,2024-10-29,C0025,P0162,1,294.22,294.22,155.78,Faturado
V004739,2024-10-29,C0228,P0227,33,58.98,1946.34,1089.33,Faturado
V004740,2024-10-29,C0132,P0433,4,399.68,1598.72,758.36,Faturado
V004741,2024-10-29,C0239,P0464,7,140.34,982.38,563.5,Faturado
V004742,2024-10-29,C0207,P0488,9,121.47,1093.23,533.43,Faturado
V004743,2024-10-29,C0032,P0498,16,164.92,2638.72,1528.32,Faturado
V004744,2024-10-29,C0082,P0431,5,210.02,1050.1,645.85,Faturado
V004745,2024-10-29,C0078,P0487,34,100.58,3419.72,2004.64,Faturado
V004746,2024-10-29,C0250,P0347,23,39.99,919.77,531.76,Faturado
V004747,2024-10-29,C0193,P0489,43,97.18,4178.74,2397.68,Faturado
V004748,2024-10-29,C0106,P0230,25,29.28,732.0,394.5,Faturado
V004749,2024-10-30,C0214,P0408,49,53.51,2621.99,1509.2,Faturado
V004750,2024-10-30,C0042,P0139,19,311.56,5919.64,3089.21,Faturado
V004751,2024-10-30,C0202,P0052,7,97.38,681.66,413.63,Faturado
V004752,2024-10-30,C0202,P0499,17,88.82,1509.94,830.28,Faturado
V004753,2024-10-30,C0244,P0017,1,89.81,89.81,40.74,Faturado
V004754,2024-10-30,C0157,P0165,37,30.74,1137.38,515.78,Faturado
V004755,2024-10-30,C0208,P0013,6,39.3,235.8,141.42,Faturado
V004756,2024-10-30,C0193,P0190,26,74.75,1943.5,1197.56,Faturado
V004757,2024-10-30,C0145,P0475,2,145.72,291.44,169.28,Faturado
V004758,2024-10-30,C0030,P0340,32,74.36,2379.52,1245.44,Faturado
V004759,2024-10-30,C0026,P0353,48,247.91,11899.68,5808.0,Faturado
V004760,2024-10-30,C0181,P0362,5,84.75,423.75,272.2,Faturado
V004761,2024-10-30,C0125,P0352,37,32.58,1205.46,652.68,Faturado
V004762,2024-10-30,C0238,P0264,31,57.05,1768.55,980.84,Faturado
V004763,2024-10-30,C0019,P0312,12,137.16,1645.92,896.28,Faturado
V004764,2024-10-30,C0053,P0221,35,106.36,3722.6,2158.45,Faturado
V004765,2024-10-30,C0085,P0104,30,532.54,15976.2,9668.7,Faturado
V004766,2024-10-30,C0017,P0339,48,89.61,4301.28,2280.48,Faturado
V004767,2024-10-30,C0174,P0198,6,85.76,514.56,316.62,Faturado
V004768,2024-10-30,C0104,P0300,15,89.25,1338.75,670.95,Faturado
V004769,2024-10-30,C0213,P0444,15,18.45,276.75,171.6,Faturado
V004770,2024-10-30,C0181,P0359,16,121.06,1936.96,1000.8,Faturado
V004771,2024-10-30,C0105,P0368,20,216.52,4330.4,2660.4,Faturado
V004772,2024-10-30,C0104,P0169,13,177.07,2301.91,1152.84,Faturado
V004773,2024-10-30,C0192,P0149,44,286.89,12623.16,7043.52,Faturado
V004774,2024-10-30,C0173,P0249,42,109.4,4594.8,2753.94,Faturado
V004775,2024-10-31,C0069,P0413,48,86.84,4168.32,2052.48,Faturado
V004776,2024-10-31,C0168,P0131,11,36.62,402.82,207.9,Faturado
V004777,2024-10-31,C0203,P0009,10,324.91,3249.1,1954.0,Faturado
V004778,2024-10-31,C0129,P0459,47,39.11,1838.17,854.46,Faturado
V004779,2024-10-31,C0245,P0203,39,401.75,15668.25,8946.6,Faturado
V004780,2024-10-31,C0106,P0409,34,73.63,2503.42,1464.04,Faturado
V004781,2024-10-31,C0065,P0470,31,34.14,1058.34,615.04,Faturado
V004782,2024-10-31,C0122,P0298,12,22.55,270.6,163.44,Faturado
V004783,2024-10-31,C0062,P0174,44,120.19,5288.36,2520.32,Faturado
V004784,2024-10-31,C0182,P0073,16,219.98,3519.68,1931.04,Faturado
V004785,2024-10-31,C0103,P0084,38,18.69,710.22,408.88,Faturado
V004786,2024-10-31,C0060,P0059,3,25.99,77.97,45.24,Faturado
V004787,2024-10-31,C0046,P0021,2,410.52,821.04,496.86,Faturado
V004788,2024-10-31,C0005,P0458,5,32.77,163.85,79.35,Faturado
V004789,2024-10-31,C0113,P0406,11,187.6,2063.6,1092.52,Faturado
V004790,2024-10-31,C0150,P0157,25,1235.87,30896.75,15016.0,Faturado
V004791,2024-10-31,C0218,P0319,35,51.64,1807.4,906.15,Faturado
V004792,2024-10-31,C0181,P0329,35,31.65,1107.75,501.9,Faturado
V004793,2024-10-31,C0070,P0061,22,191.08,4203.76,2409.44,Faturado
V004794,2024-10-31,C0160,P0064,37,193.75,7168.75,4293.11,Faturado
V004795,2024-11-01,C0143,P0483,2,105.82,211.64,100.9,Faturado
V004796,2024-11-01,C0003,P0223,47,38.37,1803.39,1038.7,Faturado
V004797,2024-11-01,C0037,P0237,14,250.97,3513.58,1962.24,Faturado
V004798,2024-11-01,C0117,P0117,31,155.19,4810.89,2802.4,Faturado
V004799,2024-11-01,C0242,P0456,41,48.16,1974.56,1006.14,Faturado
V004800,2024-11-01,C0174,P0192,14,84.7,1185.8,715.82,Faturado
V004801,2024-11-01,C0016,P0276,5,23.64,118.2,73.5,Faturado
V004802,2024-11-01,C0142,P0106,11,158.89,1747.79,996.93,Faturado
V004803,2024-11-01,C0009,P0482,40,15.59,623.6,311.6,Faturado
V004804,2024-11-01,C0239,P0004,5,262.68,1313.4,769.75,Faturado
V004805,2024-11-01,C0007,P0018,29,79.79,2313.91,1264.4,Faturado
V004806,2024-11-01,C0142,P0307,11,54.74,602.14,288.97,Faturado
V004807,2024-11-01,C0134,P0452,5,73.78,368.9,181.65,Faturado
V004808,2024-11-01,C0213,P0020,49,72.51,3552.99,1844.85,Faturado
V004809,2024-11-01,C0015,P0122,32,141.44,4526.08,2813.44,Faturado
V004810,2024-11-01,C0180,P0137,36,91.26,3285.36,2101.68,Faturado
V004811,2024-11-01,C0072,P0080,15,27.68,415.2,201.3,Faturado
V004812,2024-11-01,C0162,P0154,19,18.7,355.3,163.59,Faturado
V004813,2024-11-01,C0104,P0358,22,174.13,3830.86,2065.8,Faturado
V004814,2024-11-01,C0129,P0025,34,220.69,7503.46,4700.84,Faturado
V004815,2024-11-01,C0096,P0452,17,73.78,1254.26,617.61,Faturado
V004816,2024-11-01,C0122,P0169,12,177.07,2124.84,1064.16,Faturado
V004817,2024-11-01,C0241,P0059,25,25.99,649.75,377.0,Faturado
V004818,2024-11-01,C0115,P0301,17,615.8,10468.6,5343.27,Faturado
V004819,2024-11-01,C0197,P0041,10,99.25,992.5,568.3,Faturado
V004820,2024-11-01,C0222,P0038,28,461.19,12913.32,8125.6,Faturado
V004821,2024-11-01,C0214,P0117,18,155.19,2793.42,1627.2,Faturado
V004822,2024-11-01,C0148,P0275,18,113.51,2043.18,969.84,Faturado
V004823,2024-11-01,C0080,P0270,45,29.13,1310.85,778.05,Faturado
V004824,2024-11-01,C0007,P0127,32,125.21,4006.72,1992.96,Faturado
V004825,2024-11-01,C0135,P0405,14,163.73,2292.22,1261.26,Faturado
V004826,2024-11-02,C0019,P0018,34,79.79,2712.86,1482.4,Faturado
V004827,2024-11-02,C0120,P0093,30,314.43,9432.9,5388.3,Faturado
V004828,2024-11-02,C0068,P0483,24,105.82,2539.68,1210.8,Faturado
V004829,2024-11-02,C0225,P0436,48,638.38,30642.24,15214.08,Faturado
V004830,2024-11-02,C0066,P0294,44,40.97,1802.68,1044.12,Faturado
V004831,2024-11-02,C0141,P0464,33,140.34,4631.22,2656.5,Faturado
V004832,2024-11-02,C0190,P0148,41,535.56,21957.96,12332.39,Faturado
V004833,2024-11-02,C0250,P0472,49,23.38,1145.62,681.59,Faturado
V004834,2024-11-02,C0189,P0483,10,105.82,1058.2,504.5,Faturado
V004835,2024-11-02,C0237,P0172,18,28.08,505.44,281.34,Faturado
V004836,2024-11-02,C0158,P0051,19,129.62,2462.78,1402.58,Faturado
V004837,2024-11-03,C0075,P0343,44,512.98,22571.12,12154.12,Faturado
V004838,2024-11-03,C0013,P0360,44,76.67,3373.48,1909.6,Faturado
V004839,2024-11-03,C0142,P0117,18,155.19,2793.42,1627.2,Faturado
V004840,2024-11-03,C0188,P0357,10,262.77,2627.7,1705.6,Faturado
V004841,2024-11-03,C0200,P0445,7,71.24,498.68,224.42,Faturado
V004842,2024-11-03,C0025,P0331,44,700.18,30807.92,18908.12,Faturado
V004843,2024-11-03,C0210,P0439,14,390.45,5466.3,2593.22,Faturado
V004844,2024-11-04,C0160,P0496,28,80.1,2242.8,1175.72,Faturado
V004845,2024-11-04,C0045,P0333,1,259.01,259.01,134.02,Faturado
V004846,2024-11-04,C0042,P0148,5,535.56,2677.8,1503.95,Faturado
V004847,2024-11-04,C0053,P0177,10,296.77,2967.7,1770.5,Faturado
V004848,2024-11-04,C0110,P0370,42,49.64,2084.88,1063.44,Faturado
V004849,2024-11-04,C0009,P0035,46,24.36,1120.56,654.58,Faturado
V004850,2024-11-04,C0203,P0023,34,94.05,3197.7,1485.12,Faturado
V004851,2024-11-04,C0087,P0106,36,158.89,5720.04,3262.68,Faturado
V004852,2024-11-04,C0114,P0097,2,535.38,1070.76,694.3,Faturado
V004853,2024-11-04,C0075,P0230,18,29.28,527.04,284.04,Faturado
V004854,2024-11-04,C0177,P0227,13,58.98,766.74,429.13,Faturado
V004855,2024-11-04,C0130,P0371,5,354.75,1773.75,1146.3,Faturado
V004856,2024-11-04,C0195,P0100,20,122.52,2450.4,1290.8,Faturado
V004857,2024-11-04,C0011,P0445,2,71.24,142.48,64.12,Faturado
V004858,2024-11-04,C0050,P0468,11,39.41,433.51,214.17,Faturado
V004859,2024-11-04,C0163,P0055,30,28.68,860.4,415.5,Faturado
V004860,2024-11-04,C0122,P0195,32,74.22,2375.04,1505.28,Faturado
V004861,2024-11-04,C0143,P0008,32,158.71,5078.72,2952.64,Faturado
V004862,2024-11-04,C0235,P0424,38,188.93,7179.34,3681.06,Faturado
V004863,2024-11-04,C0075,P0315,28,41.06,1149.68,589.12,Faturado
V004864,2024-11-04,C0031,P0128,10,65.56,655.6,325.8,Faturado
V004865,2024-11-04,C0092,P0032,22,83.95,1846.9,1087.24,Faturado
V004866,2024-11-04,C0190,P0093,17,314.43,5345.31,3053.37,Faturado
V004867,2024-11-04,C0156,P0007,22,188.97,4157.34,2471.04,Faturado
V004868,2024-11-04,C0224,P0258,43,117.52,5053.36,2658.26,Faturado
V004869,2024-11-04,C0153,P0341,19,407.88,7749.72,4019.83,Faturado
V004870,2024-11-04,C0212,P0390,17,15.12,257.04,127.33,Faturado
V004871,2024-11-04,C0092,P0220,24,350.65,8415.6,4286.64,Faturado
V004872,2024-11-04,C0153,P0240,36,320.22,11527.92,7295.4,Faturado
V004873,2024-11-04,C0075,P0106,32,158.89,5084.48,2900.16,Faturado
V004874,2024-11-04,C0211,P0036,46,67.7,3114.2,1994.1,Faturado
V004875,2024-11-05,C0015,P0334,29,54.08,1568.32,989.77,Faturado
V004876,2024-11-05,C0165,P0442,32,144.21,4614.72,2885.12,Faturado
V004877,2024-11-05,C0083,P0420,10,12.74,127.4,71.9,Faturado
V004878,2024-11-05,C0039,P0326,13,124.08,1613.04,868.66,Faturado
V004879,2024-11-05,C0134,P0137,47,91.26,4289.22,2743.86,Faturado
V004880,2024-11-05,C0211,P0277,23,125.54,2887.42,1761.11,Faturado
V004881,2024-11-05,C0057,P0320,23,28.3,650.9,375.13,Faturado
V004882,2024-11-05,C0092,P0332,31,68.37,2119.47,1209.31,Faturado
V004883,2024-11-05,C0081,P0061,4,191.08,764.32,438.08,Faturado
V004884,2024-11-05,C0234,P0250,49,154.45,7568.05,4488.4,Faturado
V004885,2024-11-05,C0147,P0478,3,45.34,136.02,74.31,Faturado
V004886,2024-11-05,C0127,P0095,21,505.43,10614.03,6459.6,Faturado
V004887,2024-11-05,C0191,P0296,2,38.56,77.12,40.26,Faturado
V004888,2024-11-05,C0159,P0184,4,221.06,884.24,443.04,Faturado
V004889,2024-11-05,C0075,P0260,1,27.0,27.0,14.74,Faturado
V004890,2024-11-05,C0079,P0287,15,655.93,9838.95,5463.6,Faturado
V004891,2024-11-05,C0010,P0155,33,310.06,10231.98,5913.93,Faturado
V004892,2024-11-05,C0107,P0186,6,192.65,1155.9,746.4,Faturado
V004893,2024-11-05,C0087,P0409,7,73.63,515.41,301.42,Faturado
V004894,2024-11-05,C0067,P0069,19,79.46,1509.74,685.71,Faturado
V004895,2024-11-05,C0062,P0326,44,124.08,5459.52,2940.08,Faturado
V004896,2024-11-05,C0131,P0261,1,98.97,98.97,48.39,Faturado
V004897,2024-11-05,C0146,P0115,39,341.45,13316.55,7571.46,Faturado
V004898,2024-11-05,C0153,P0347,19,39.99,759.81,439.28,Faturado
V004899,2024-11-05,C0107,P0008,45,158.71,7141.95,4152.15,Faturado
V004900,2024-11-05,C0148,P0265,26,81.05,2107.3,1230.58,Faturado
V004901,2024-11-05,C0186,P0271,44,341.81,15039.64,7970.6,Faturado
V004902,2024-11-05,C0093,P0484,12,134.81,1617.72,863.4,Faturado
V004903,2024-11-05,C0086,P0249,22,109.4,2406.8,1442.54,Faturado
V004904,2024-11-05,C0178,P0105,13,121.07,1573.91,835.9,Faturado
V004905,2024-11-05,C0121,P0263,28,51.65,1446.2,829.36,Faturado
V004906,2024-11-05,C0079,P0224,14,42.03,588.42,336.56,Faturado
V004907,2024-11-05,C0231,P0328,22,71.56,1574.32,936.54,Faturado
V004908,2024-11-05,C0010,P0495,30,448.14,13444.2,6164.4,Faturado
V004909,2024-11-05,C0149,P0371,44,354.75,15609.0,10087.44,Faturado
V004910,2024-11-06,C0145,P0187,30,45.92,1377.6,723.0,Faturado
V004911,2024-11-06,C0095,P0170,13,154.4,2007.2,1112.67,Faturado
V004912,2024-11-06,C0071,P0052,27,97.38,2629.26,1595.43,Faturado
V004913,2024-11-06,C0209,P0319,44,51.64,2272.16,1139.16,Faturado
V004914,2024-11-06,C0092,P0189,35,12.2,427.0,213.15,Faturado
V004915,2024-11-06,C0230,P0120,13,103.46,1344.98,689.26,Faturado
V004916,2024-11-06,C0125,P0105,15,121.07,1816.05,964.5,Faturado
V004917,2024-11-06,C0022,P0162,46,294.22,13534.12,7165.88,Faturado
V004918,2024-11-06,C0015,P0295,9,60.34,543.06,263.34,Faturado
V004919,2024-11-06,C0101,P0041,45,99.25,4466.25,2557.35,Faturado
V004920,2024-11-06,C0015,P0377,23,431.59,9926.57,5930.55,Faturado
V004921,2024-11-06,C0242,P0364,36,96.74,3482.64,2093.04,Faturado
V004922,2024-11-06,C0242,P0165,40,30.74,1229.6,557.6,Faturado
V004923,2024-11-06,C0153,P0321,3,151.48,454.44,209.82,Faturado
V004924,2024-11-06,C0053,P0374,34,365.42,12424.28,5888.8,Faturado
V004925,2024-11-06,C0149,P0335,19,181.62,3450.78,2086.01,Faturado
V004926,2024-11-06,C0247,P0160,28,229.79,6434.12,3647.84,Faturado
V004927,2024-11-06,C0102,P0264,23,57.05,1312.15,727.72,Faturado
V004928,2024-11-06,C0194,P0353,40,247.91,9916.4,4840.0,Faturado
V004929,2024-11-06,C0219,P0018,49,79.79,3909.71,2136.4,Faturado
V004930,2024-11-06,C0113,P0173,45,177.02,7965.9,3784.95,Faturado
V004931,2024-11-06,C0032,P0477,7,217.92,1525.44,846.79,Faturado
V004932,2024-11-06,C0021,P0352,41,32.58,1335.78,723.24,Faturado
V004933,2024-11-06,C0196,P0033,12,11.63,139.56,85.68,Faturado
V004934,2024-11-06,C0172,P0261,14,98.97,1385.58,677.46,Faturado
V004935,2024-11-06,C0083,P0210,46,160.52,7383.92,3484.04,Faturado
V004936,2024-11-06,C0194,P0496,15,80.1,1201.5,629.85,Faturado
V004937,2024-11-06,C0218,P0383,3,124.36,373.08,226.68,Faturado
V004938,2024-11-06,C0226,P0330,15,19.82,297.3,154.05,Faturado
V004939,2024-11-06,C0014,P0382,24,155.17,3724.08,1867.2,Faturado
V004940,2024-11-06,C0015,P0164,46,99.82,4591.72,2696.06,Faturado
V004941,2024-11-06,C0148,P0481,8,41.74,333.92,214.64,Faturado
V004942,2024-11-06,C0034,P0407,5,127.37,636.85,355.35,Faturado
V004943,2024-11-06,C0164,P0424,4,188.93,755.72,387.48,Faturado
V004944,2024-11-06,C0083,P0005,14,59.66,835.24,441.98,Faturado
V004945,2024-11-06,C0009,P0034,16,363.69,5819.04,2666.56,Faturado
V004946,2024-11-06,C0199,P0280,20,94.76,1895.2,1153.6,Faturado
V004947,2024-11-07,C0033,P0031,36,348.82,12557.52,6155.28,Faturado
V004948,2024-11-07,C0228,P0006,21,28.86,606.06,390.81,Faturado
V004949,2024-11-07,C0195,P0483,47,105.82,4973.54,2371.15,Faturado
V004950,2024-11-07,C0197,P0207,12,597.05,7164.6,4302.24,Faturado
V004951,2024-11-07,C0140,P0157,21,1235.87,25953.27,12613.44,Faturado
V004952,2024-11-07,C0185,P0067,21,657.32,13803.72,6332.13,Faturado
V004953,2024-11-07,C0044,P0459,43,39.11,1681.73,781.74,Faturado
V004954,2024-11-07,C0013,P0387,6,66.03,396.18,190.92,Faturado
V004955,2024-11-07,C0152,P0412,9,141.34,1272.06,608.4,Faturado
V004956,2024-11-07,C0172,P0330,1,19.82,19.82,10.27,Faturado
V004957,2024-11-07,C0057,P0370,12,49.64,595.68,303.84,Faturado
V004958,2024-11-07,C0096,P0353,14,247.91,3470.74,1694.0,Faturado
V004959,2024-11-07,C0144,P0432,6,418.55,2511.3,1464.72,Faturado
V004960,2024-11-07,C0224,P0336,1,224.21,224.21,112.77,Faturado
V004961,2024-11-07,C0109,P0379,22,71.17,1565.74,780.78,Faturado
V004962,2024-11-07,C0229,P0394,34,72.8,2475.2,1232.16,Faturado
V004963,2024-11-08,C0224,P0190,29,74.75,2167.75,1335.74,Faturado
V004964,2024-11-08,C0049,P0006,45,28.86,1298.7,837.45,Faturado
V004965,2024-11-08,C0034,P0006,4,28.86,115.44,74.44,Faturado
V004966,2024-11-08,C0105,P0191,49,143.71,7041.79,4386.48,Faturado
V004967,2024-11-08,C0172,P0148,36,535.56,19280.16,10828.44,Faturado
V004968,2024-11-08,C0243,P0405,48,163.73,7859.04,4324.32,Faturado
V004969,2024-11-08,C0022,P0258,23,117.52,2702.96,1421.86,Faturado
V004970,2024-11-08,C0031,P0218,15,40.11,601.65,375.3,Faturado
V004971,2024-11-08,C0135,P0479,46,352.5,16215.0,7870.6,Faturado
V004972,2024-11-08,C0105,P0090,44,501.21,22053.24,12517.56,Faturado
V004973,2024-11-08,C0149,P0312,3,137.16,411.48,224.07,Faturado
V004974,2024-11-08,C0016,P0352,32,32.58,1042.56,564.48,Faturado
V004975,2024-11-08,C0020,P0010,10,209.24,2092.4,1340.2,Faturado
V004976,2024-11-08,C0043,P0087,40,167.14,6685.6,3683.6,Faturado
V004977,2024-11-08,C0172,P0250,38,154.45,5869.1,3480.8,Faturado
V004978,2024-11-08,C0047,P0326,22,124.08,2729.76,1470.04,Faturado
V004979,2024-11-08,C0114,P0151,14,104.86,1468.04,950.32,Faturado
V004980,2024-11-08,C0019,P0476,17,20.41,346.97,180.71,Faturado
V004981,2024-11-08,C0048,P0113,21,59.48,1249.08,586.32,Faturado
V004982,2024-11-08,C0224,P0030,48,67.86,3257.28,2102.4,Faturado
V004983,2024-11-08,C0207,P0128,15,65.56,983.4,488.7,Faturado
V004984,2024-11-08,C0197,P0078,15,92.8,1392.0,683.1,Faturado
V004985,2024-11-08,C0139,P0421,1,318.5,318.5,202.74,Faturado
V004986,2024-11-08,C0207,P0055,24,28.68,688.32,332.4,Faturado
V004987,2024-11-09,C0147,P0144,39,664.64,25920.96,15717.39,Faturado
V004988,2024-11-09,C0159,P0381,26,247.0,6422.0,3009.24,Faturado
V004989,2024-11-09,C0201,P0201,8,457.93,3663.44,1903.92,Faturado
V004990,2024-11-09,C0228,P0239,24,22.79,546.96,338.88,Faturado
V004991,2024-11-09,C0181,P0334,8,54.08,432.64,273.04,Faturado
V004992,2024-11-10,C0203,P0392,28,225.61,6317.08,3323.88,Faturado
V004993,2024-11-10,C0005,P0385,13,243.1,3160.3,1806.74,Faturado
V004994,2024-11-10,C0178,P0476,5,20.41,102.05,53.15,Faturado
V004995,2024-11-10,C0024,P0198,30,85.76,2572.8,1583.1,Faturado
V004996,2024-11-10,C0175,P0047,1,243.82,243.82,139.58,Faturado
V004997,2024-11-10,C0018,P0228,22,39.22,862.84,491.26,Faturado
V004998,2024-11-10,C0084,P0245,18,216.9,3904.2,1949.04,Faturado
V004999,2024-11-11,C0186,P0383,28,124.36,3482.08,2115.68,Faturado
V005000,2024-11-11,C0173,P0412,19,141.34,2685.46,1284.4,Faturado
V005001,2024-11-11,C0200,P0016,28,708.55,19839.4,11193.0,Faturado
