statement_type,periodo,codigo_conta,conta,grupo_dre,valor
DRE,2025-03,3.01.003,Receita de Vendas - Eletrônicos,Faturamento de Vendas,392120.2
DRE,2025-03,3.01.004,Receita de Vendas - Embalagens,Faturamento de Vendas,269415.51
DRE,2025-03,3.01.005,Receita de Vendas - Químicos,Faturamento de Vendas,392302.15
DRE,2025-03,4.01.001,CMV - Metalmecânica,CMV,-230470.35
DRE,2025-03,4.01.002,CMV - Plásticos,CMV,-221475.55
DRE,2025-03,4.01.003,CMV - Eletrônicos,CMV,-283370.85
DRE,2025-03,4.01.004,CMV - Embalagens,CMV,-194046.74
DRE,2025-03,4.01.005,CMV - Químicos,CMV,-290750.85
DRE,2025-03,5.01.001,Salarios e Ordenados CLT,Folha de Pagamento,-73978.1
DRE,2025-03,5.01.002,Encargos Sociais FGTS/INSS,Folha de Pagamento,-31704.9
DRE,2025-03,5.01.003,Pro-labore Administrativo,Folha de Pagamento,-17613.83
DRE,2025-03,5.02.001,Aluguel e Condominio,Custos Ocupacionais,-14091.07
DRE,2025-03,5.02.002,Energia Eletrica e Utilidades,Custos Ocupacionais,-7045.53
DRE,2025-03,5.03.001,Marketing Digital e Feiras,Marketing e Vendas,-8806.92
DRE,2025-03,5.03.002,Comissoes e Bonificacoes de Vendas,Marketing e Vendas,-5284.15
DRE,2025-03,5.04.001,Software ERP e Ferramentas SaaS,Despesas Administrativas (Software/SaaS),-6164.84
DRE,2025-03,5.04.002,Contabilidade e Assessoria Juridica,Despesas Administrativas (Software/SaaS),-4403.46
DRE,2025-03,5.04.003,Material de Escritorio e Viagens,Despesas Administrativas (Software/SaaS),-2642.08
DRE,2025-03,5.05.001,PIS sobre Faturamento,Impostos sobre Vendas,-27779.58
DRE,2025-03,5.05.002,COFINS sobre Faturamento,Impostos sobre Vendas,-127954.43
DRE,2025-04,3.01.001,Receita de Vendas - Metalmecânica,Faturamento de Vendas,286185.94
DRE,2025-04,3.01.002,Receita de Vendas - Plásticos,Faturamento de Vendas,357503.56
DRE,2025-04,3.01.003,Receita de Vendas - Eletrônicos,Faturamento de Vendas,313921.74
DRE,2025-04,3.01.004,Receita de Vendas - Embalagens,Faturamento de Vendas,235328.59
DRE,2025-04,3.01.005,Receita de Vendas - Químicos,Faturamento de Vendas,376519.87
DRE,2025-04,4.01.001,CMV - Metalmecânica,CMV,-209897.17
DRE,2025-04,4.01.002,CMV - Plásticos,CMV,-249491.34
DRE,2025-04,4.01.003,CMV - Eletrônicos,CMV,-229108.07
DRE,2025-04,4.01.004,CMV - Embalagens,CMV,-173045.44
DRE,2025-04,4.01.005,CMV - Químicos,CMV,-283380.11
DRE,2025-04,5.01.001,Salarios e Ordenados CLT,Folha de Pagamento,-73978.1
DRE,2025-04,5.01.002,Encargos Sociais FGTS/INSS,Folha de Pagamento,-31704.9
DRE,2025-04,5.01.003,Pro-labore Administrativo,Folha de Pagamento,-17613.83
DRE,2025-04,5.02.001,Aluguel e Condominio,Custos Ocupacionais,-14091.07
DRE,2025-04,5.02.002,Energia Eletrica e Utilidades,Custos Ocupacionais,-7045.53
DRE,2025-04,5.03.001,Marketing Digital e Feiras,Marketing e Vendas,-8806.92
DRE,2025-04,5.03.002,Comissoes e Bonificacoes de Vendas,Marketing e Vendas,-5284.15
DRE,2025-04,5.04.001,Software ERP e Ferramentas SaaS,Despesas Administrativas (Software/SaaS),-6164.84
DRE,2025-04,5.04.002,Contabilidade e Assessoria Juridica,Despesas Administrativas (Software/SaaS),-4403.46
DRE,2025-04,5.04.003,Material de Escritorio e Viagens,Despesas Administrativas (Software/SaaS),-2642.08
DRE,2025-04,5.05.001,PIS sobre Faturamento,Impostos sobre Vendas,-25896.09
DRE,2025-04,5.05.002,COFINS sobre Faturamento,Impostos sobre Vendas,-119278.94
DRE,2025-05,3.01.001,Receita de Vendas - Metalmecânica,Faturamento de Vendas,244254.19
DRE,2025-05,3.01.002,Receita de Vendas - Plásticos,Faturamento de Vendas,272713.88
DRE,2025-05,3.01.003,Receita de Vendas - Eletrônicos,Faturamento de Vendas,348922.94
DRE,2025-05,3.01.004,Receita de Vendas - Embalagens,Faturamento de Vendas,207894.32
DRE,2025-05,3.01.005,Receita de Vendas - Químicos,Faturamento de Vendas,470983.07
DRE,2025-05,4.01.001,CMV - Metalmecânica,CMV,-176040.02
DRE,2025-05,4.01.002,CMV - Plásticos,CMV,-196572.99
DRE,2025-05,4.01.003,CMV - Eletrônicos,CMV,-257206.94
DRE,2025-05,4.01.004,CMV - Embalagens,CMV,-152125.54
DRE,2025-05,4.01.005,CMV - Químicos,CMV,-347501.0
DRE,2025-05,5.01.001,Salarios e Ordenados CLT,Folha de Pagamento,-73978.1
DRE,2025-05,5.01.002,Encargos Sociais FGTS/INSS,Folha de Pagamento,-31704.9
DRE,2025-05,5.01.003,Pro-labore Administrativo,Folha de Pagamento,-17613.83
DRE,2025-05,5.02.001,Aluguel e Condominio,Custos Ocupacionais,-14091.07
DRE,2025-05,5.02.002,Energia Eletrica e Utilidades,Custos Ocupacionais,-7045.53
DRE,2025-05,5.03.001,Marketing Digital e Feiras,Marketing e Vendas,-8806.92
DRE,2025-05,5.03.002,Comissoes e Bonificacoes de Vendas,Marketing e Vendas,-5284.15
DRE,2025-05,5.04.001,Software ERP e Ferramentas SaaS,Despesas Administrativas (Software/SaaS),-6164.84
DRE,2025-05,5.04.002,Contabilidade e Assessoria Juridica,Despesas Administrativas (Software/SaaS),-4403.46
DRE,2025-05,5.04.003,Material de Escritorio e Viagens,Despesas Administrativas (Software/SaaS),-2642.08
DRE,2025-05,5.05.001,PIS sobre Faturamento,Impostos sobre Vendas,-25488.68
DRE,2025-05,5.05.002,COFINS sobre Faturamento,Impostos sobre Vendas,-117402.4
DRE,2025-06,3.01.001,Receita de Vendas - Metalmecânica,Faturamento de Vendas,268384.87
DRE,2025-06,3.01.002,Receita de Vendas - Plásticos,Faturamento de Vendas,276035.79
DRE,2025-06,3.01.003,Receita de Vendas - Eletrônicos,Faturamento de Vendas,350283.91
DRE,2025-06,3.01.004,Receita de Vendas - Embalagens,Faturamento de Vendas,294892.18
DRE,2025-06,3.01.005,Receita de Vendas - Químicos,Faturamento de Vendas,383981.88
DRE,2025-06,4.01.001,CMV - Metalmecânica,CMV,-195141.09
DRE,2025-06,4.01.002,CMV - Plásticos,CMV,-195827.96
DRE,2025-06,4.01.003,CMV - Eletrônicos,CMV,-254929.31
DRE,2025-06,4.01.004,CMV - Embalagens,CMV,-218215.88
DRE,2025-06,4.01.005,CMV - Químicos,CMV,-280782.84
DRE,2025-06,5.01.001,Salarios e Ordenados CLT,Folha de Pagamento,-73978.1
DRE,2025-06,5.01.002,Encargos Sociais FGTS/INSS,Folha de Pagamento,-31704.9
DRE,2025-06,5.01.003,Pro-labore Administrativo,Folha de Pagamento,-17613.83
DRE,2025-06,5.02.001,Aluguel e Condominio,Custos Ocupacionais,-14091.07
DRE,2025-06,5.02.002,Energia Eletrica e Utilidades,Custos Ocupacionais,-7045.53
DRE,2025-06,5.03.001,Marketing Digital e Feiras,Marketing e Vendas,-8806.92
DRE,2025-06,5.03.002,Comissoes e Bonificacoes de Vendas,Marketing e Vendas,-5284.15
DRE,2025-06,5.04.001,Software ERP e Ferramentas SaaS,Despesas Administrativas (Software/SaaS),-6164.84
DRE,2025-06,5.04.002,Contabilidade e Assessoria Juridica,Despesas Administrativas (Software/SaaS),-4403.46
DRE,2025-06,5.04.003,Material de Escritorio e Viagens,Despesas Administrativas (Software/SaaS),-2642.08
DRE,2025-06,5.05.001,PIS sobre Faturamento,Impostos sobre Vendas,-25964.05
DRE,2025-06,5.05.002,COFINS sobre Faturamento,Impostos sobre Vendas,-119591.98
DRE,2025-07,3.01.001,Receita de Vendas - Metalmecânica,Faturamento de Vendas,315732.02
DRE,2025-07,3.01.002,Receita de Vendas - Plásticos,Faturamento de Vendas,288973.95
DRE,2025-07,3.01.003,Receita de Vendas - Eletrônicos,Faturamento de Vendas,394793.24
DRE,2025-07,3.01.004,Receita de Vendas - Embalagens,Faturamento de Vendas,257482.67
DRE,2025-07,3.01.005,Receita de Vendas - Químicos,Faturamento de Vendas,465738.64
DRE,2025-07,4.01.001,CMV - Metalmecânica,CMV,-227185.85
DRE,2025-07,4.01.002,CMV - Plásticos,CMV,-206860.43
DRE,2025-07,4.01.003,CMV - Eletrônicos,CMV,-285342.69
DRE,2025-07,4.01.004,CMV - Embalagens,CMV,-190574.28
DRE,2025-07,4.01.005,CMV - Químicos,CMV,-345647.25
DRE,2025-07,5.01.001,Salarios e Ordenados CLT,Folha de Pagamento,-73978.1
DRE,2025-07,5.01.002,Encargos Sociais FGTS/INSS,Folha de Pagamento,-31704.9
DRE,2025-07,5.01.003,Pro-labore Administrativo,Folha de Pagamento,-17613.83
DRE,2025-07,5.02.001,Aluguel e Condominio,Custos Ocupacionais,-14091.07
DRE,2025-07,5.02.002,Energia Eletrica e Utilidades,Custos Ocupacionais,-7045.53
DRE,2025-07,5.03.001,Marketing Digital e Feiras,Marketing e Vendas,-8806.92
DRE,2025-07,5.03.002,Comissoes e Bonificacoes de Vendas,Marketing e Vendas,-5284.15
DRE,2025-07,5.04.001,Software ERP e Ferramentas SaaS,Despesas Administrativas (Software/SaaS),-6164.84
DRE,2025-07,5.04.002,Contabilidade e Assessoria Juridica,Despesas Administrativas (Software/SaaS),-4403.46
DRE,2025-07,5.04.003,Material de Escritorio e Viagens,Despesas Administrativas (Software/SaaS),-2642.08
DRE,2025-07,5.05.001,PIS sobre Faturamento,Impostos sobre Vendas,-28424.89
DRE,2025-07,5.05.002,COFINS sobre Faturamento,Impostos sobre Vendas,-130926.76
DRE,2025-08,3.01.001,Receita de Vendas - Metalmecânica,Faturamento de Vendas,198845.5
DRE,2025-08,3.01.002,Receita de Vendas - Plásticos,Faturamento de Vendas,342300.23
DRE,2025-08,3.01.003,Receita de Vendas - Eletrônicos,Faturamento de Vendas,372094.39
DRE,2025-08,3.01.004,Receita de Vendas - Embalagens,Faturamento de Vendas,233044.05
DRE,2025-08,3.01.005,Receita de Vendas - Químicos,Faturamento de Vendas,326111.29
DRE,2025-08,4.01.001,CMV - Metalmecânica,CMV,-147081.21
DRE,2025-08,4.01.002,CMV - Plásticos,CMV,-242412.39
DRE,2025-08,4.01.003,CMV - Eletrônicos,CMV,-272978.4
DRE,2025-08,4.01.004,CMV - Embalagens,CMV,-172495.73
DRE,2025-08,4.01.005,CMV - Químicos,CMV,-238698.71
DRE,2025-08,5.01.001,Salarios e Ordenados CLT,Folha de Pagamento,-73978.1
DRE,2025-08,5.01.002,Encargos Sociais FGTS/INSS,Folha de Pagamento,-31704.9
DRE,2025-08,5.01.003,Pro-labore Administrativo,Folha de Pagamento,-17613.83
DRE,2025-08,5.02.001,Aluguel e Condominio,Custos Ocupacionais,-14091.07
DRE,2025-08,5.02.002,Energia Eletrica e Utilidades,Custos Ocupacionais,-7045.53
DRE,2025-08,5.03.001,Marketing Digital e Feiras,Marketing e Vendas,-8806.92
DRE,2025-08,5.03.002,Comissoes e Bonificacoes de Vendas,Marketing e Vendas,-5284.15
DRE,2025-08,5.04.001,Software ERP e Ferramentas SaaS,Despesas Administrativas (Software/SaaS),-6164.84
DRE,2025-08,5.04.002,Contabilidade e Assessoria Juridica,Despesas Administrativas (Software/SaaS),-4403.46
DRE,2025-08,5.04.003,Material de Escritorio e Viagens,Despesas Administrativas (Software/SaaS),-2642.08
DRE,2025-08,5.05.001,PIS sobre Faturamento,Impostos sobre Vendas,-24294.53
DRE,2025-08,5.05.002,COFINS sobre Faturamento,Impostos sobre Vendas,-111902.05
DRE,2025-09,3.01.001,Receita de Vendas - Metalmecânica,Faturamento de Vendas,244399.27
DRE,2025-09,3.01.002,Receita de Vendas - Plásticos,Faturamento de Vendas,323605.23
DRE,2025-09,3.01.003,Receita de Vendas - Eletrônicos,Faturamento de Vendas,395528.19
DRE,2025-09,3.01.004,Receita de Vendas - Embalagens,Faturamento de Vendas,306888.43
DRE,2025-09,3.01.005,Receita de Vendas - Químicos,Faturamento de Vendas,473175.42
DRE,2025-09,4.01.001,CMV - Metalmecânica,CMV,-181563.51
DRE,2025-09,4.01.002,CMV - Plásticos,CMV,-237108.58
DRE,2025-09,4.01.003,CMV - Eletrônicos,CMV,-287992.89
DRE,2025-09,4.01.004,CMV - Embalagens,CMV,-225617.49
DRE,2025-09,4.01.005,CMV - Químicos,CMV,-352863.62
DRE,2025-09,5.01.001,Salarios e Ordenados CLT,Folha de Pagamento,-73978.1
DRE,2025-09,5.01.002,Encargos Sociais FGTS/INSS,Folha de Pagamento,-31704.9
DRE,2025-09,5.01.003,Pro-labore Administrativo,Folha de Pagamento,-17613.83
DRE,2025-09,5.02.001,Aluguel e Condominio,Custos Ocupacionais,-14091.07
DRE,2025-09,5.02.002,Energia Eletrica e Utilidades,Custos Ocupacionais,-7045.53
DRE,2025-09,5.03.001,Marketing Digital e Feiras,Marketing e Vendas,-8806.92
DRE,2025-09,5.03.002,Comissoes e Bonificacoes de Vendas,Marketing e Vendas,-5284.15
DRE,2025-09,5.04.001,Software ERP e Ferramentas SaaS,Despesas Administrativas (Software/SaaS),-6164.84
DRE,2025-09,5.04.002,Contabilidade e Assessoria Juridica,Despesas Administrativas (Software/SaaS),-4403.46
DRE,2025-09,5.04.003,Material de Escritorio e Viagens,Despesas Administrativas (Software/SaaS),-2642.08
DRE,2025-09,5.05.001,PIS sobre Faturamento,Impostos sobre Vendas,-28769.34
DRE,2025-09,5.05.002,COFINS sobre Faturamento,Impostos sobre Vendas,-132513.34
DRE,2025-10,3.01.001,Receita de Vendas - Metalmecânica,Faturamento de Vendas,296677.86
DRE,2025-10,3.01.002,Receita de Vendas - Plásticos,Faturamento de Vendas,404336.88
DRE,2025-10,3.01.003,Receita de Vendas - Eletrônicos,Faturamento de Vendas,343626.65
DRE,2025-10,3.01.004,Receita de Vendas - Embalagens,Faturamento de Vendas,235058.19
DRE,2025-10,3.01.005,Receita de Vendas - Químicos,Faturamento de Vendas,500391.4
DRE,2025-10,4.01.001,CMV - Metalmecânica,CMV,-214915.52
DRE,2025-10,4.01.002,CMV - Plásticos,CMV,-291802.57
DRE,2025-10,4.01.003,CMV - Eletrônicos,CMV,-250077.17
DRE,2025-10,4.01.004,CMV - Embalagens,CMV,-175138.47
DRE,2025-10,4.01.005,CMV - Químicos,CMV,-371139.61
DRE,2025-10,5.01.001,Salarios e Ordenados CLT,Folha de Pagamento,-73978.1
DRE,2025-10,5.01.002,Encargos Sociais FGTS/INSS,Folha de Pagamento,-31704.9
DRE,2025-10,5.01.003,Pro-labore Administrativo,Folha de Pagamento,-17613.83
DRE,2025-10,5.02.001,Aluguel e Condominio,Custos Ocupacionais,-14091.07
DRE,2025-10,5.02.002,Energia Eletrica e Utilidades,Custos Ocupacionais,-7045.53
DRE,2025-10,5.03.001,Marketing Digital e Feiras,Marketing e Vendas,-8806.92
DRE,2025-10,5.03.002,Comissoes e Bonificacoes de Vendas,Marketing e Vendas,-5284.15
DRE,2025-10,5.04.001,Software ERP e Ferramentas SaaS,Despesas Administrativas (Software/SaaS),-6164.84
DRE,2025-10,5.04.002,Contabilidade e Assessoria Juridica,Despesas Administrativas (Software/SaaS),-4403.46
DRE,2025-10,5.04.003,Material de Escritorio e Viagens,Despesas Administrativas (Software/SaaS),-2642.08
DRE,2025-10,5.05.001,PIS sobre Faturamento,Impostos sobre Vendas,-29371.5
DRE,2025-10,5.05.002,COFINS sobre Faturamento,Impostos sobre Vendas,-135286.91
DRE,2025-11,3.01.001,Receita de Vendas - Metalmecânica,Faturamento de Vendas,347832.89
DRE,2025-11,3.01.002,Receita de Vendas - Plásticos,Faturamento de Vendas,503061.19
DRE,2025-11,3.01.003,Receita de Vendas - Eletrônicos,Faturamento de Vendas,612532.28
DRE,2025-11,3.01.004,Receita de Vendas - Embalagens,Faturamento de Vendas,370133.79
DRE,2025-11,3.01.005,Receita de Vendas - Químicos,Faturamento de Vendas,486682.86
DRE,2025-11,4.01.001,CMV - Metalmecânica,CMV,-249993.47
DRE,2025-11,4.01.002,CMV - Plásticos,CMV,-356788.74
DRE,2025-11,4.01.003,CMV - Eletrônicos,CMV,-433863.36
DRE,2025-11,4.01.004,CMV - Embalagens,CMV,-268513.01
DRE,2025-11,4.01.005,CMV - Químicos,CMV,-361056.3
DRE,2025-11,5.01.001,Salarios e Ordenados CLT,Folha de Pagamento,-73978.1
DRE,2025-11,5.01.002,Encargos Sociais FGTS/INSS,Folha de Pagamento,-31704.9
DRE,2025-11,5.01.003,Pro-labore Administrativo,Folha de Pagamento,-17613.83
DRE,2025-11,5.02.001,Aluguel e Condominio,Custos Ocupacionais,-14091.07
DRE,2025-11,5.02.002,Energia Eletrica e Utilidades,Custos Ocupacionais,-7045.53
DRE,2025-11,5.03.001,Marketing Digital e Feiras,Marketing e Vendas,-8806.92
DRE,2025-11,5.03.002,Comissoes e Bonificacoes de Vendas,Marketing e Vendas,-5284.15
DRE,2025-11,5.04.001,Software ERP e Ferramentas SaaS,Despesas Administrativas (Software/SaaS),-6164.84
DRE,2025-11,5.04.002,Contabilidade e Assessoria Juridica,Despesas Administrativas (Software/SaaS),-4403.46
DRE,2025-11,5.04.003,Material de Escritorio e Viagens,Despesas Administrativas (Software/SaaS),-2642.08
DRE,2025-11,5.05.001,PIS sobre Faturamento,Impostos sobre Vendas,-38284.01
DRE,2025-11,5.05.002,COFINS sobre Faturamento,Impostos sobre Vendas,-176338.47
DRE,2025-12,3.01.001,Receita de Vendas - Metalmecânica,Faturamento de Vendas,386696.36
DRE,2025-12,3.01.002,Receita de Vendas - Plásticos,Faturamento de Vendas,425159.18
DRE,2025-12,3.01.003,Receita de Vendas - Eletrônicos,Faturamento de Vendas,455501.01
DRE,2025-12,3.01.004,Receita de Vendas - Embalagens,Faturamento de Vendas,310888.68
DRE,2025-12,3.01.005,Receita de Vendas - Químicos,Faturamento de Vendas,656139.32
DRE,2025-12,4.01.001,CMV - Metalmecânica,CMV,-277207.05
DRE,2025-12,4.01.002,CMV - Plásticos,CMV,-304999.74
DRE,2025-12,4.01.003,CMV - Eletrônicos,CMV,-332630.88
DRE,2025-12,4.01.004,CMV - Embalagens,CMV,-222521.99
DRE,2025-12,4.01.005,CMV - Químicos,CMV,-473380.91
DRE,2025-12,5.01.001,Salarios e Ordenados CLT,Folha de Pagamento,-73978.1
DRE,2025-12,5.01.002,Encargos Sociais FGTS/INSS,Folha de Pagamento,-31704.9
DRE,2025-12,5.01.003,Pro-labore Administrativo,Folha de Pagamento,-17613.83
DRE,2025-12,5.02.001,Aluguel e Condominio,Custos Ocupacionais,-14091.07
DRE,2025-12,5.02.002,Energia Eletrica e Utilidades,Custos Ocupacionais,-7045.53
DRE,2025-12,5.03.001,Marketing Digital e Feiras,Marketing e Vendas,-8806.92
DRE,2025-12,5.03.002,Comissoes e Bonificacoes de Vendas,Marketing e Vendas,-5284.15
DRE,2025-12,5.04.001,Software ERP e Ferramentas SaaS,Despesas Administrativas (Software/SaaS),-6164.84
DRE,2025-12,5.04.002,Contabilidade e Assessoria Juridica,Despesas Administrativas (Software/SaaS),-4403.46
DRE,2025-12,5.04.003,Material de Escritorio e Viagens,Despesas Administrativas (Software/SaaS),-2642.08
DRE,2025-12,5.05.001,PIS sobre Faturamento,Impostos sobre Vendas,-36867.35
DRE,2025-12,5.05.002,COFINS sobre Faturamento,Impostos sobre Vendas,-169813.23
DRE,2026-01,3.01.001,Receita de Vendas - Metalmecânica,Faturamento de Vendas,746466.83
DRE,2026-01,3.01.002,Receita de Vendas - Plásticos,Faturamento de Vendas,837334.41
DRE,2026-01,3.01.003,Receita de Vendas - Eletrônicos,Faturamento de Vendas,761796.45
DRE,2026-01,3.01.004,Receita de Vendas - Embalagens,Faturamento de Vendas,559788.67
DRE,2026-01,3.01.005,Receita de Vendas - Químicos,Faturamento de Vendas,922372.76
DRE,2026-01,4.01.001,CMV - Metalmecânica,CMV,-399376.85
DRE,2026-01,4.01.002,CMV - Plásticos,CMV,-453746.88
DRE,2026-01,4.01.003,CMV - Eletrônicos,CMV,-418913.49
DRE,2026-01,4.01.004,CMV - Embalagens,CMV,-311472.23
DRE,2026-01,4.01.005,CMV - Químicos,CMV,-506348.58
DRE,2026-01,5.01.001,Salarios e Ordenados CLT,Folha de Pagamento,-27468.45
DRE,2026-01,5.01.002,Encargos Sociais FGTS/INSS,Folha de Pagamento,-11799.79
DRE,2026-01,5.01.003,Pro-labore Administrativo,Folha de Pagamento,-6614.76
DRE,2026-01,5.02.001,Aluguel e Condominio,Custos Ocupacionais,-5292.81
DRE,2026-01,5.02.002,Energia Eletrica e Utilidades,Custos Ocupacionais,-2670.94
DRE,2026-01,5.03.001,Marketing Digital e Feiras,Marketing e Vendas,-3574.82
DRE,2026-01,5.03.002,Comissoes e Bonificacoes de Vendas,Marketing e Vendas,-2070.58
DRE,2026-01,5.04.001,Software ERP e Ferramentas SaaS,Despesas Administrativas (Software/SaaS),-2378.92
DRE,2026-01,5.04.002,Contabilidade e Assessoria Juridica,Despesas Administrativas (Software/SaaS),-1723.43
DRE,2026-01,5.04.003,Material de Escritorio e Viagens,Despesas Administrativas (Software/SaaS),-976.71
DRE,2026-01,5.05.001,PIS sobre Faturamento,Impostos sobre Vendas,-63158.03
DRE,2026-01,5.05.002,COFINS sobre Faturamento,Impostos sobre Vendas,-290909.69
DRE,2026-02,3.01.001,Receita de Vendas - Metalmecânica,Faturamento de Vendas,617306.23
DRE,2026-02,3.01.002,Receita de Vendas - Plásticos,Faturamento de Vendas,789394.54
DRE,2026-02,3.01.003,Receita de Vendas - Eletrônicos,Faturamento de Vendas,694879.11
DRE,2026-02,3.01.004,Receita de Vendas - Embalagens,Faturamento de Vendas,566658.78
DRE,2026-02,3.01.005,Receita de Vendas - Químicos,Faturamento de Vendas,816781.02
DRE,2026-02,4.01.001,CMV - Metalmecânica,CMV,-347354.52
DRE,2026-02,4.01.002,CMV - Plásticos,CMV,-418585.74
DRE,2026-02,4.01.003,CMV - Eletrônicos,CMV,-378215.98
DRE,2026-02,4.01.004,CMV - Embalagens,CMV,-313091.31
DRE,2026-02,4.01.005,CMV - Químicos,CMV,-445140.64
DRE,2026-02,5.01.001,Salarios e Ordenados CLT,Folha de Pagamento,-28630.9
DRE,2026-02,5.01.002,Encargos Sociais FGTS/INSS,Folha de Pagamento,-12874.5
DRE,2026-02,5.01.003,Pro-labore Administrativo,Folha de Pagamento,-7007.83
DRE,2026-02,5.02.001,Aluguel e Condominio,Custos Ocupacionais,-5390.91
DRE,2026-02,5.02.002,Energia Eletrica e Utilidades,Custos Ocupacionais,-2859.51
DRE,2026-02,5.03.001,Marketing Digital e Feiras,Marketing e Vendas,-3545.56
DRE,2026-02,5.03.002,Comissoes e Bonificacoes de Vendas,Marketing e Vendas,-2148.41
DRE,2026-02,5.04.001,Software ERP e Ferramentas SaaS,Despesas Administrativas (Software/SaaS),-2300.69
DRE,2026-02,5.04.002,Contabilidade e Assessoria Juridica,Despesas Administrativas (Software/SaaS),-1790.47
DRE,2026-02,5.04.003,Material de Escritorio e Viagens,Despesas Administrativas (Software/SaaS),-1031.91
DRE,2026-02,5.05.001,PIS sobre Faturamento,Impostos sobre Vendas,-57502.82
DRE,2026-02,5.05.002,COFINS sobre Faturamento,Impostos sobre Vendas,-264861.5
DRE,2026-03,3.01.001,Receita de Vendas - Metalmecânica,Faturamento de Vendas,680348.22
DRE,2026-03,3.01.002,Receita de Vendas - Plásticos,Faturamento de Vendas,794955.45
DRE,2026-03,3.01.003,Receita de Vendas - Eletrônicos,Faturamento de Vendas,812437.49
DRE,2026-03,3.01.004,Receita de Vendas - Embalagens,Faturamento de Vendas,697125.32
DRE,2026-03,3.01.005,Receita de Vendas - Químicos,Faturamento de Vendas,1081766.37
DRE,2026-03,4.01.001,CMV - Metalmecânica,CMV,-373336.56
DRE,2026-03,4.01.002,CMV - Plásticos,CMV,-423612.91
DRE,2026-03,4.01.003,CMV - Eletrônicos,CMV,-451619.75
DRE,2026-03,4.01.004,CMV - Embalagens,CMV,-384460.47
DRE,2026-03,4.01.005,CMV - Químicos,CMV,-593346.05
DRE,2026-03,5.01.001,Salarios e Ordenados CLT,Folha de Pagamento,-27735.44
DRE,2026-03,5.01.002,Encargos Sociais FGTS/INSS,Folha de Pagamento,-11811.38
DRE,2026-03,5.01.003,Pro-labore Administrativo,Folha de Pagamento,-6796.78
DRE,2026-03,5.02.001,Aluguel e Condominio,Custos Ocupacionais,-5327.3
DRE,2026-03,5.02.002,Energia Eletrica e Utilidades,Custos Ocupacionais,-2625.36
DRE,2026-03,5.03.001,Marketing Digital e Feiras,Marketing e Vendas,-3580.86
DRE,2026-03,5.03.002,Comissoes e Bonificacoes de Vendas,Marketing e Vendas,-2102.96
DRE,2026-03,5.04.001,Software ERP e Ferramentas SaaS,Despesas Administrativas (Software/SaaS),-2401.78
DRE,2026-03,5.04.002,Contabilidade e Assessoria Juridica,Despesas Administrativas (Software/SaaS),-1754.17
DRE,2026-03,5.04.003,Material de Escritorio e Viagens,Despesas Administrativas (Software/SaaS),-1038.95
DRE,2026-03,5.05.001,PIS sobre Faturamento,Impostos sobre Vendas,-67099.44
DRE,2026-03,5.05.002,COFINS sobre Faturamento,Impostos sobre Vendas,-309064.1
DRE,2026-04,3.01.001,Receita de Vendas - Metalmecânica,Faturamento de Vendas,688190.28
DRE,2026-04,3.01.002,Receita de Vendas - Plásticos,Faturamento de Vendas,739591.06
DRE,2026-04,3.01.003,Receita de Vendas - Eletrônicos,Faturamento de Vendas,921057.89
DRE,2026-04,3.01.004,Receita de Vendas - Embalagens,Faturamento de Vendas,704066.53
DRE,2026-04,3.01.005,Receita de Vendas - Químicos,Faturamento de Vendas,1066168.44
DRE,2026-04,4.01.001,CMV - Metalmecânica,CMV,-376651.21
DRE,2026-04,4.01.002,CMV - Plásticos,CMV,-397164.28
DRE,2026-04,4.01.003,CMV - Eletrônicos,CMV,-500746.82
DRE,2026-04,4.01.004,CMV - Embalagens,CMV,-389139.05
DRE,2026-04,4.01.005,CMV - Químicos,CMV,-599383.45
DRE,2026-04,5.01.001,Salarios e Ordenados CLT,Folha de Pagamento,-29290.77
DRE,2026-04,5.01.002,Encargos Sociais FGTS/INSS,Folha de Pagamento,-12006.3
DRE,2026-04,5.01.003,Pro-labore Administrativo,Folha de Pagamento,-6726.8
DRE,2026-04,5.02.001,Aluguel e Condominio,Custos Ocupacionais,-5416.05
DRE,2026-04,5.02.002,Energia Eletrica e Utilidades,Custos Ocupacionais,-2768.1
DRE,2026-04,5.03.001,Marketing Digital e Feiras,Marketing e Vendas,-3297.18
DRE,2026-04,5.03.002,Comissoes e Bonificacoes de Vendas,Marketing e Vendas,-2105.03
DRE,2026-04,5.04.001,Software ERP e Ferramentas SaaS,Despesas Administrativas (Software/SaaS),-2360.58
DRE,2026-04,5.04.002,Contabilidade e Assessoria Juridica,Despesas Administrativas (Software/SaaS),-1745.34
DRE,2026-04,5.04.003,Material de Escritorio e Viagens,Despesas Administrativas (Software/SaaS),-1071.98
DRE,2026-04,5.05.001,PIS sobre Faturamento,Impostos sobre Vendas,-67964.72
DRE,2026-04,5.05.002,COFINS sobre Faturamento,Impostos sobre Vendas,-313049.64
DRE,2026-05,3.01.001,Receita de Vendas - Metalmecânica,Faturamento de Vendas,537224.45
DRE,2026-05,3.01.002,Receita de Vendas - Plásticos,Faturamento de Vendas,640011.04
DRE,2026-05,3.01.003,Receita de Vendas - Eletrônicos,Faturamento de Vendas,509946.37
DRE,2026-05,3.01.004,Receita de Vendas - Embalagens,Faturamento de Vendas,416451.94
DRE,2026-05,3.01.005,Receita de Vendas - Químicos,Faturamento de Vendas,882434.21
